序号,股票代码,股票简称,预测指标,业绩变动,预测数值,业绩变动幅度,业绩变动原因,预告类型,上年同期值,公告日期
18,603257,中国瑞林,归属于上市公司股东的净利润,"预计2024年1-9月归属于上市公司股东的净利润盈利:6,900万元至7,200万元,同比上年增长:2.96%至7.43%。",70500000.0,5.195,"(1)设计和咨询业务为公司的核心业务,其业务规模和毛利水平相对稳定,且毛利率总体保持在相对较高水平,对公司盈利的贡献总体保持相对稳定;2024年1-9月,公司设计和咨询业务收入略有下滑,但相对较少,对经营业绩的影响总体影响相对有限;(2)2023年1-9月,公司在2020年和2021年期间承接的整厂总承包业务“江铜国兴(烟台)铜业有限公司搬迁新建18万吨阴极铜节能减排项目”和“江西省贵溪市冷水坑矿田银珠山矿区铅锌银矿项目EPC工程总承包”等单体规模较大、行业影响力相对较强的工程总承包项目(相关项目合同金额合计29.95亿元),受前述单体规模较大项目在2023年1-9月集中实施的影响,2023年1-9月产生的总承包收入基数相对较大,且上述项目于2023年已基本完成;2024年1-9月公司没有相应较大规模的总承包项目,导致2024年1-9月总承包业务收入下降较多,从而导致当期营业收入出现下降。但由于总承包业务毛利率相对较低,因此总承包业务营业收入下降对净利润的影响相对有限;(3)近年来,在公司工程设计咨询业务带动以及技术创新驱动的双重影响下,公司装备集成业务的订单规模快速增长。2024年1-9月,公司毛利率较高的装备集成业务较上年同期增长较多,净利润贡献较上年同期相应增长,较好的填补了工程总承包业务收入下降对公司净利润的影响。综上所述,2024年1-9月,公司经营业绩总体呈现出营业收入同比减少,净利润同比增长的情况,其主要是由于公司主要收入构成中,收入规模基数较大、毛利率相对较低的总承包业务出现较大幅度下降,同时毛利率相对较高的公司自有技术装备集成业务收入增长较快造成的。但剔除单个金额较大总承包项目的影响,公司营业收入规模较上年同期不存在重大差异。从未来业绩趋势来看,公司以工程设计咨询业务为主,在总承包业务实施过程中,结合客户需求和盈利性考虑,由承接整厂总承包业务调整为以承接毛利率较高、技术专业性较强的装备集成业务或子项总承包项目为主,预计未来总承包业务收入占营业收入比例将有所降低,但毛利率会逐步提升;同时,公司在工程设计咨询业务的优势带动了下游装备集成业务的发展,公司在装备集成业务的订单逐年增长,预计未来毛利率相对较高的装备集成业务占营业收入比重将逐步提升,从而提升公司的整体盈利水平。",略增,67019100.0,2024-10-25
19,603257,中国瑞林,扣除非经常性损益后的净利润,"预计2024年1-9月扣除非经常性损益后的净利润盈利:6,800万元至7,100万元,同比上年增长:13.34%至18.34%。",69500000.0,15.84,"(1)设计和咨询业务为公司的核心业务,其业务规模和毛利水平相对稳定,且毛利率总体保持在相对较高水平,对公司盈利的贡献总体保持相对稳定;2024年1-9月,公司设计和咨询业务收入略有下滑,但相对较少,对经营业绩的影响总体影响相对有限;(2)2023年1-9月,公司在2020年和2021年期间承接的整厂总承包业务“江铜国兴(烟台)铜业有限公司搬迁新建18万吨阴极铜节能减排项目”和“江西省贵溪市冷水坑矿田银珠山矿区铅锌银矿项目EPC工程总承包”等单体规模较大、行业影响力相对较强的工程总承包项目(相关项目合同金额合计29.95亿元),受前述单体规模较大项目在2023年1-9月集中实施的影响,2023年1-9月产生的总承包收入基数相对较大,且上述项目于2023年已基本完成;2024年1-9月公司没有相应较大规模的总承包项目,导致2024年1-9月总承包业务收入下降较多,从而导致当期营业收入出现下降。但由于总承包业务毛利率相对较低,因此总承包业务营业收入下降对净利润的影响相对有限;(3)近年来,在公司工程设计咨询业务带动以及技术创新驱动的双重影响下,公司装备集成业务的订单规模快速增长。2024年1-9月,公司毛利率较高的装备集成业务较上年同期增长较多,净利润贡献较上年同期相应增长,较好的填补了工程总承包业务收入下降对公司净利润的影响。综上所述,2024年1-9月,公司经营业绩总体呈现出营业收入同比减少,净利润同比增长的情况,其主要是由于公司主要收入构成中,收入规模基数较大、毛利率相对较低的总承包业务出现较大幅度下降,同时毛利率相对较高的公司自有技术装备集成业务收入增长较快造成的。但剔除单个金额较大总承包项目的影响,公司营业收入规模较上年同期不存在重大差异。从未来业绩趋势来看,公司以工程设计咨询业务为主,在总承包业务实施过程中,结合客户需求和盈利性考虑,由承接整厂总承包业务调整为以承接毛利率较高、技术专业性较强的装备集成业务或子项总承包项目为主,预计未来总承包业务收入占营业收入比例将有所降低,但毛利率会逐步提升;同时,公司在工程设计咨询业务的优势带动了下游装备集成业务的发展,公司在装备集成业务的订单逐年增长,预计未来毛利率相对较高的装备集成业务占营业收入比重将逐步提升,从而提升公司的整体盈利水平。",略增,59997700.0,2024-10-25
20,603257,中国瑞林,营业收入,"预计2024年1-9月营业收入:138,500万元至146,500万元,同比上年下降:23.39%至27.57%。",1425000000.0,-25.48,"(1)设计和咨询业务为公司的核心业务,其业务规模和毛利水平相对稳定,且毛利率总体保持在相对较高水平,对公司盈利的贡献总体保持相对稳定;2024年1-9月,公司设计和咨询业务收入略有下滑,但相对较少,对经营业绩的影响总体影响相对有限;(2)2023年1-9月,公司在2020年和2021年期间承接的整厂总承包业务“江铜国兴(烟台)铜业有限公司搬迁新建18万吨阴极铜节能减排项目”和“江西省贵溪市冷水坑矿田银珠山矿区铅锌银矿项目EPC工程总承包”等单体规模较大、行业影响力相对较强的工程总承包项目(相关项目合同金额合计29.95亿元),受前述单体规模较大项目在2023年1-9月集中实施的影响,2023年1-9月产生的总承包收入基数相对较大,且上述项目于2023年已基本完成;2024年1-9月公司没有相应较大规模的总承包项目,导致2024年1-9月总承包业务收入下降较多,从而导致当期营业收入出现下降。但由于总承包业务毛利率相对较低,因此总承包业务营业收入下降对净利润的影响相对有限;(3)近年来,在公司工程设计咨询业务带动以及技术创新驱动的双重影响下,公司装备集成业务的订单规模快速增长。2024年1-9月,公司毛利率较高的装备集成业务较上年同期增长较多,净利润贡献较上年同期相应增长,较好的填补了工程总承包业务收入下降对公司净利润的影响。综上所述,2024年1-9月,公司经营业绩总体呈现出营业收入同比减少,净利润同比增长的情况,其主要是由于公司主要收入构成中,收入规模基数较大、毛利率相对较低的总承包业务出现较大幅度下降,同时毛利率相对较高的公司自有技术装备集成业务收入增长较快造成的。但剔除单个金额较大总承包项目的影响,公司营业收入规模较上年同期不存在重大差异。从未来业绩趋势来看,公司以工程设计咨询业务为主,在总承包业务实施过程中,结合客户需求和盈利性考虑,由承接整厂总承包业务调整为以承接毛利率较高、技术专业性较强的装备集成业务或子项总承包项目为主,预计未来总承包业务收入占营业收入比例将有所降低,但毛利率会逐步提升;同时,公司在工程设计咨询业务的优势带动了下游装备集成业务的发展,公司在装备集成业务的订单逐年增长,预计未来毛利率相对较高的装备集成业务占营业收入比重将逐步提升,从而提升公司的整体盈利水平。",略减,1912213600.0,2024-10-25
21,300587,天铁科技,归属于上市公司股东的净利润,"预计2024年1-9月归属于上市公司股东的净利润盈利:2,400万元至3,000万元,同比上年增长:155.2%至169%。",27000000.0,162.1,"公司2024年1-9月业绩扭亏为盈,业绩变动的主要原因如下:公司营业收入来源于减振/震业务、锂化物业务、其他产品以及其他业务等。1、近年来,我国城市轨道交通行业逐步由高速发展阶段向高质量发展阶段转变,从重建设逐渐转变为建设、运营并重,规划建设规模增速放缓,重心逐步向“互联便捷、装备先进、低碳环保”过渡。本期部分因阶段性外部环境等原因导致施工滞后、受阻及施工进度缓慢的工程恢复正常建设,对公司减振/震业务的收入带来积极影响;此外公司坚持以市场驱动和客户需求为导向,统筹资源调度组织施工队伍、提高施工效率并加快施工进程,以至减振/震业务收入规模增加。2、2024年1-9月,锂化物的价格虽呈下降趋势,但下降幅度小于2023年度,公司锂化物产品的销售价格与原材料采购价格的阶段性错配影响减小,对业绩的影响也相应减小。3、预计本报告期非经常性损益对公司净利润的影响约为5,100万元。",扭亏,-43475300.0,2024-10-25
22,300587,天铁科技,扣除非经常性损益后的净利润,"预计2024年1-9月扣除非经常性损益后的净利润亏损:2,100万元至2,700万元,同比上年增长:51.55%至62.32%。",-24000000.0,56.935,"公司2024年1-9月业绩扭亏为盈,业绩变动的主要原因如下:公司营业收入来源于减振/震业务、锂化物业务、其他产品以及其他业务等。1、近年来,我国城市轨道交通行业逐步由高速发展阶段向高质量发展阶段转变,从重建设逐渐转变为建设、运营并重,规划建设规模增速放缓,重心逐步向“互联便捷、装备先进、低碳环保”过渡。本期部分因阶段性外部环境等原因导致施工滞后、受阻及施工进度缓慢的工程恢复正常建设,对公司减振/震业务的收入带来积极影响;此外公司坚持以市场驱动和客户需求为导向,统筹资源调度组织施工队伍、提高施工效率并加快施工进程,以至减振/震业务收入规模增加。2、2024年1-9月,锂化物的价格虽呈下降趋势,但下降幅度小于2023年度,公司锂化物产品的销售价格与原材料采购价格的阶段性错配影响减小,对业绩的影响也相应减小。3、预计本报告期非经常性损益对公司净利润的影响约为5,100万元。",减亏,-55725600.0,2024-10-25
23,002466,天齐锂业,每股收益,预计2024年1-9月每股收益亏损:3.32元至3.57元。,-3.445,,"天齐锂业股份有限公司(以下简称“公司”)2024年前三季度业绩变动的主要原因是:1、受锂产品市场波动的影响,2023年第四季度至2024年第三季度期间,锂产品的市场价格整体呈现大幅下滑趋势,公司锂产品销售价格及毛利较上年同期大幅下降。受公司控股子公司Talison Lithium Pty Ltd(以下简称“泰利森”)化学级锂精矿定价机制与公司锂化工产品销售定价机制存在时间周期的错配影响,本报告期公司经营业绩出现阶段性亏损。2024年前三季度,化学级锂精矿的市场价格降低,公司向泰利森新采购的锂精矿价格也随之降低。随新购低价锂精矿逐步入库及库存锂精矿的逐步消化,公司各基地生产成本中耗用的化学级锂精矿成本正逐步贴近最新采购价格,锂精矿定价机制的阶段性错配也逐步减弱,公司2024年第二季度及第三季度亏损均实现环比减少。同时,受新建工厂产能稳步提升的积极影响,2024年前三季度及2024年第三季度锂化合物及衍生品的产销量均实现同比、环比增长。2、截至本业绩预告公告日,公司重要的联营公司Sociedad Química y Minera de Chile S.A.(以下简称“SQM”)尚未公告其2024年第三季度业绩报告。公司全面考虑所能获取的可靠信息,沿用一贯方式,通过财务测算模型并采用彭博社预测的SQM2024年第三季度每股收益等信息为基础来计算同期公司对SQM的投资收益。此外,SQM于2024年第一季度业绩报告中披露,智利圣地亚哥法院于2024年4月对其2017年和2018年税务年度的税务诉讼进行了裁决,撤销了税务和海关法庭在2022年11月7日对于该案件的裁决结论,导致其确认了约11亿美元的所得税费用,并相应减少净利润约11亿美元。根据前述彭博社预测数据,结合SQM2024年上半年已披露的业绩,SQM2024年前三季度业绩预计将同比大幅下降,因此公司在本报告期确认的对该联营公司的投资收益较上年同期大幅下降。",首亏,4.93,2024-10-25
24,002466,天齐锂业,扣除非经常性损益后的净利润,"预计2024年1-9月扣除非经常性损益后的净利润亏损:547,000万元至587,000万元。",-5670000000.0,-171.035,"天齐锂业股份有限公司(以下简称“公司”)2024年前三季度业绩变动的主要原因是:1、受锂产品市场波动的影响,2023年第四季度至2024年第三季度期间,锂产品的市场价格整体呈现大幅下滑趋势,公司锂产品销售价格及毛利较上年同期大幅下降。受公司控股子公司Talison Lithium Pty Ltd(以下简称“泰利森”)化学级锂精矿定价机制与公司锂化工产品销售定价机制存在时间周期的错配影响,本报告期公司经营业绩出现阶段性亏损。2024年前三季度,化学级锂精矿的市场价格降低,公司向泰利森新采购的锂精矿价格也随之降低。随新购低价锂精矿逐步入库及库存锂精矿的逐步消化,公司各基地生产成本中耗用的化学级锂精矿成本正逐步贴近最新采购价格,锂精矿定价机制的阶段性错配也逐步减弱,公司2024年第二季度及第三季度亏损均实现环比减少。同时,受新建工厂产能稳步提升的积极影响,2024年前三季度及2024年第三季度锂化合物及衍生品的产销量均实现同比、环比增长。2、截至本业绩预告公告日,公司重要的联营公司Sociedad Química y Minera de Chile S.A.(以下简称“SQM”)尚未公告其2024年第三季度业绩报告。公司全面考虑所能获取的可靠信息,沿用一贯方式,通过财务测算模型并采用彭博社预测的SQM2024年第三季度每股收益等信息为基础来计算同期公司对SQM的投资收益。此外,SQM于2024年第一季度业绩报告中披露,智利圣地亚哥法院于2024年4月对其2017年和2018年税务年度的税务诉讼进行了裁决,撤销了税务和海关法庭在2022年11月7日对于该案件的裁决结论,导致其确认了约11亿美元的所得税费用,并相应减少净利润约11亿美元。根据前述彭博社预测数据,结合SQM2024年上半年已披露的业绩,SQM2024年前三季度业绩预计将同比大幅下降,因此公司在本报告期确认的对该联营公司的投资收益较上年同期大幅下降。",首亏,7982341600.0,2024-10-25
25,002466,天齐锂业,归属于上市公司股东的净利润,"预计2024年1-9月归属于上市公司股东的净利润亏损:545,000万元至585,000万元。",-5650000000.0,-169.77,"天齐锂业股份有限公司(以下简称“公司”)2024年前三季度业绩变动的主要原因是:1、受锂产品市场波动的影响,2023年第四季度至2024年第三季度期间,锂产品的市场价格整体呈现大幅下滑趋势,公司锂产品销售价格及毛利较上年同期大幅下降。受公司控股子公司Talison Lithium Pty Ltd(以下简称“泰利森”)化学级锂精矿定价机制与公司锂化工产品销售定价机制存在时间周期的错配影响,本报告期公司经营业绩出现阶段性亏损。2024年前三季度,化学级锂精矿的市场价格降低,公司向泰利森新采购的锂精矿价格也随之降低。随新购低价锂精矿逐步入库及库存锂精矿的逐步消化,公司各基地生产成本中耗用的化学级锂精矿成本正逐步贴近最新采购价格,锂精矿定价机制的阶段性错配也逐步减弱,公司2024年第二季度及第三季度亏损均实现环比减少。同时,受新建工厂产能稳步提升的积极影响,2024年前三季度及2024年第三季度锂化合物及衍生品的产销量均实现同比、环比增长。2、截至本业绩预告公告日,公司重要的联营公司Sociedad Química y Minera de Chile S.A.(以下简称“SQM”)尚未公告其2024年第三季度业绩报告。公司全面考虑所能获取的可靠信息,沿用一贯方式,通过财务测算模型并采用彭博社预测的SQM2024年第三季度每股收益等信息为基础来计算同期公司对SQM的投资收益。此外,SQM于2024年第一季度业绩报告中披露,智利圣地亚哥法院于2024年4月对其2017年和2018年税务年度的税务诉讼进行了裁决,撤销了税务和海关法庭在2022年11月7日对于该案件的裁决结论,导致其确认了约11亿美元的所得税费用,并相应减少净利润约11亿美元。根据前述彭博社预测数据,结合SQM2024年上半年已披露的业绩,SQM2024年前三季度业绩预计将同比大幅下降,因此公司在本报告期确认的对该联营公司的投资收益较上年同期大幅下降。",首亏,8098513800.0,2024-10-25
26,600217,中再资环,归属于上市公司股东的净利润,"预计2024年1-9月归属于上市公司股东的净利润盈利约:6,300万元。",63000000.0,16.84,,略增,53918718.28,2024-10-23
27,301633,港迪技术,净利润,"预计2024年1-9月净利润盈利:4,300万元至5,000万元,同比上年增长:39.33%至62.01%。",46500000.0,50.67,,预增,30862500.0,2024-10-23
28,301633,港迪技术,扣除非经常性损益后的净利润,"预计2024年1-9月扣除非经常性损益后的净利润盈利:4,100万元至4,800万元,同比上年增长:53.56%至79.78%。",44500000.0,66.67,,预增,26700000.0,2024-10-23
29,301633,港迪技术,营业收入,"预计2024年1-9月营业收入:38,000万元至42,000万元,同比上年增长:10.35%至21.97%。",400000000.0,16.16,,略增,344345000.0,2024-10-23
30,301613,新铝时代,主营业务收入,"预计2024年1-9月主营业务收入:123,000万元至133,000万元,同比上年增长:4.73%至13.25%。",1280000000.0,8.99,,略增,,2024-10-22
31,301613,新铝时代,扣除非经常性损益后的净利润,"预计2024年1-9月扣除非经常性损益后的净利润盈利:15,600万元至16,200万元,同比上年增长:1.64%至5.55%。",159000000.0,3.595,,略增,,2024-10-22
32,301613,新铝时代,营业收入,"预计2024年1-9月营业收入:130,000万元至140,000万元,同比上年变动:-6.09%至1.14%。",1350000000.0,-2.475,,续盈,1384272924.26,2024-10-22
33,301613,新铝时代,归属于上市公司股东的净利润,"预计2024年1-9月归属于上市公司股东的净利润盈利:15,700万元至16,300万元,同比上年增长:2.12%至6.03%。",160000000.0,4.075,,略增,153736115.48,2024-10-22
34,001395,亚联机械,归属于上市公司股东的净利润,"预计2024年1-9月归属于上市公司股东的净利润盈利:11,959.4万元,同比上年增长5,427.38万元。",119594000.0,83.09,"2024年1-9月,公司预计经营业绩同比大幅增长,主要系该期间在执行生产线订单数量较多,根据目前在手生产线订单的执行情况,公司预计该期间能够验收9条生产线,较上年同期增加4条,使得该期间公司营业收入和净利润水平大幅增加。",预增,65320200.0,2024-10-22
35,001395,亚联机械,扣除非经常性损益后的净利润,"预计2024年1-9月扣除非经常性损益后的净利润盈利:11,569.06万元,同比上年增长5,440.81万元。",115690600.0,88.78,"2024年1-9月,公司预计经营业绩同比大幅增长,主要系该期间在执行生产线订单数量较多,根据目前在手生产线订单的执行情况,公司预计该期间能够验收9条生产线,较上年同期增加4条,使得该期间公司营业收入和净利润水平大幅增加。",预增,61282500.0,2024-10-22
36,001395,亚联机械,营业收入,"预计2024年1-9月营业收入:62,054.44万元,同比上年增长19,101.28万元。",620544400.0,44.47,"2024年1-9月,公司预计经营业绩同比大幅增长,主要系该期间在执行生产线订单数量较多,根据目前在手生产线订单的执行情况,公司预计该期间能够验收9条生产线,较上年同期增加4条,使得该期间公司营业收入和净利润水平大幅增加。",略增,429531700.0,2024-10-22
37,688757,胜科纳米,归属于上市公司股东的净利润,"预计2024年1-9月归属于上市公司股东的净利润盈利:5,600万元至6,200万元,同比上年下降:8.37%至17.24%。",59000000.0,-12.805,"1、收入变动情况分析2024年1-9月公司预计实现营业收入约29,200.00万元至30,000.00万元,同比增幅约为3.77%至6.61%,主要系下游客户检测分析需求持续增长,为公司业务规模增长提供良好保障,公司与重点客户保持良好合作,积极开拓新客户并取得了良好成效。公司2024年以来持续加强与客户A、客户H、客户F、应用材料、华虹集团、客户L、华润微电子等已有重点客户的合作,前述公司在手订单情况良好,截至2024年8月31日公司在手订单金额合计约为11,063.86万元,较去年同期增长26.12%。同时,公司深度参与前述重点客户新项目的研发,预计前述重点客户在2024年下半年将带来较多增量业务机会。另一方面,随着检测分析服务半径与服务能力提升,公司在满足已有重点客户服务需求的基础上,积极开拓其他客户,2024年以来已与客户M、中兴通讯、屹唐半导体、通富微电、比亚迪半导体、擎方科技、歌尔股份等客户进行深度接洽并建立合作关系,进一步保障了公司未来收入的持续性。2、利润变动情况分析2024年1-9月公司预计可实现扣除非经常性损益后归属于母公司所有者的净利润约为4,900.00万元至5,400.00万元,同比下降约15.42%至6.79%。2024年公司顺应半导体检测分析行业蓬勃发展的趋势,积极进行业务布局,陆续新建深圳、青岛实验室并新招聘部分人员,使得公司2024年1-9月折旧摊销及人员薪酬增加,而市场开拓及产能充分释放需要一定的周期,因此公司预计2024年1-9月净利润水平将会出现小幅下降。具体而言,仅深圳、青岛两家子公司预计2024年1-9月即亏损合计约1,000万元。同时,公司2024年3季度通过校招等方式陆续招聘部分新员工,使得国内深圳、青岛外的其他公司3季度平均人员数量较上半年增加约50人,该等员工主要系作为后续人员力量进行培训和储备,预计因此增加人员成本费用约250万元。如剔除相关影响,预计公司1-9月净利润将同比实现增长。相关下滑因素主要是新产能建设投入带来的短期影响,目前深圳、青岛实验室业务拓展均取得明显进展,预计两家实验室年底前均可以实现单月盈利,未来将为业绩贡献新的增量。随着新建实验室产能利用率逐步提高、新客户/新项目持续开拓,未来公司盈利能力有望进一步提升。",略减,67664500.0,2024-10-21
38,688757,胜科纳米,扣除非经常性损益后的净利润,"预计2024年1-9月扣除非经常性损益后的净利润盈利:4,900万元至5,400万元,同比上年下降:6.79%至15.42%。",51500000.0,-11.105,"1、收入变动情况分析2024年1-9月公司预计实现营业收入约29,200.00万元至30,000.00万元,同比增幅约为3.77%至6.61%,主要系下游客户检测分析需求持续增长,为公司业务规模增长提供良好保障,公司与重点客户保持良好合作,积极开拓新客户并取得了良好成效。公司2024年以来持续加强与客户A、客户H、客户F、应用材料、华虹集团、客户L、华润微电子等已有重点客户的合作,前述公司在手订单情况良好,截至2024年8月31日公司在手订单金额合计约为11,063.86万元,较去年同期增长26.12%。同时,公司深度参与前述重点客户新项目的研发,预计前述重点客户在2024年下半年将带来较多增量业务机会。另一方面,随着检测分析服务半径与服务能力提升,公司在满足已有重点客户服务需求的基础上,积极开拓其他客户,2024年以来已与客户M、中兴通讯、屹唐半导体、通富微电、比亚迪半导体、擎方科技、歌尔股份等客户进行深度接洽并建立合作关系,进一步保障了公司未来收入的持续性。2、利润变动情况分析2024年1-9月公司预计可实现扣除非经常性损益后归属于母公司所有者的净利润约为4,900.00万元至5,400.00万元,同比下降约15.42%至6.79%。2024年公司顺应半导体检测分析行业蓬勃发展的趋势,积极进行业务布局,陆续新建深圳、青岛实验室并新招聘部分人员,使得公司2024年1-9月折旧摊销及人员薪酬增加,而市场开拓及产能充分释放需要一定的周期,因此公司预计2024年1-9月净利润水平将会出现小幅下降。具体而言,仅深圳、青岛两家子公司预计2024年1-9月即亏损合计约1,000万元。同时,公司2024年3季度通过校招等方式陆续招聘部分新员工,使得国内深圳、青岛外的其他公司3季度平均人员数量较上半年增加约50人,该等员工主要系作为后续人员力量进行培训和储备,预计因此增加人员成本费用约250万元。如剔除相关影响,预计公司1-9月净利润将同比实现增长。相关下滑因素主要是新产能建设投入带来的短期影响,目前深圳、青岛实验室业务拓展均取得明显进展,预计两家实验室年底前均可以实现单月盈利,未来将为业绩贡献新的增量。随着新建实验室产能利用率逐步提高、新客户/新项目持续开拓,未来公司盈利能力有望进一步提升。",略减,57932800.0,2024-10-21
39,688757,胜科纳米,营业收入,"预计2024年1-9月营业收入:29,200万元至30,000万元,同比上年增长:3.77%至6.61%。",296000000.0,5.19,"1、收入变动情况分析2024年1-9月公司预计实现营业收入约29,200.00万元至30,000.00万元,同比增幅约为3.77%至6.61%,主要系下游客户检测分析需求持续增长,为公司业务规模增长提供良好保障,公司与重点客户保持良好合作,积极开拓新客户并取得了良好成效。公司2024年以来持续加强与客户A、客户H、客户F、应用材料、华虹集团、客户L、华润微电子等已有重点客户的合作,前述公司在手订单情况良好,截至2024年8月31日公司在手订单金额合计约为11,063.86万元,较去年同期增长26.12%。同时,公司深度参与前述重点客户新项目的研发,预计前述重点客户在2024年下半年将带来较多增量业务机会。另一方面,随着检测分析服务半径与服务能力提升,公司在满足已有重点客户服务需求的基础上,积极开拓其他客户,2024年以来已与客户M、中兴通讯、屹唐半导体、通富微电、比亚迪半导体、擎方科技、歌尔股份等客户进行深度接洽并建立合作关系,进一步保障了公司未来收入的持续性。2、利润变动情况分析2024年1-9月公司预计可实现扣除非经常性损益后归属于母公司所有者的净利润约为4,900.00万元至5,400.00万元,同比下降约15.42%至6.79%。2024年公司顺应半导体检测分析行业蓬勃发展的趋势,积极进行业务布局,陆续新建深圳、青岛实验室并新招聘部分人员,使得公司2024年1-9月折旧摊销及人员薪酬增加,而市场开拓及产能充分释放需要一定的周期,因此公司预计2024年1-9月净利润水平将会出现小幅下降。具体而言,仅深圳、青岛两家子公司预计2024年1-9月即亏损合计约1,000万元。同时,公司2024年3季度通过校招等方式陆续招聘部分新员工,使得国内深圳、青岛外的其他公司3季度平均人员数量较上半年增加约50人,该等员工主要系作为后续人员力量进行培训和储备,预计因此增加人员成本费用约250万元。如剔除相关影响,预计公司1-9月净利润将同比实现增长。相关下滑因素主要是新产能建设投入带来的短期影响,目前深圳、青岛实验室业务拓展均取得明显进展,预计两家实验室年底前均可以实现单月盈利,未来将为业绩贡献新的增量。随着新建实验室产能利用率逐步提高、新客户/新项目持续开拓,未来公司盈利能力有望进一步提升。",略增,281404000.0,2024-10-21
