序号,股票代码,股票简称,预测指标,业绩变动,预测数值,业绩变动幅度,业绩变动原因,预告类型,上年同期值,公告日期
11,600292,电投水电,归属于上市公司股东的净利润,"预计2025年1-6月归属于上市公司股东的净利润盈利约:1,531万元,同比上年下降:70%左右,同比上年降低3,679万元。",15310000.0,-70.0,"公司控股子公司国家电投集团远达环保工程有限公司(以下简称“远达工程”)近日获悉其大冶项目工程合同的工程总包单位江苏鲲鹏环保工程技术有限公司(以下简称“鲲鹏环保”)已于2025年7月24日被江苏省宜兴市人民法院裁定受理破产清算。鉴于此,远达工程对鲲鹏环保的应收款项存在重大回收风险。根据《企业会计准则》,基于谨慎性原则,远达工程拟对鲲鹏环保应收款项进行单项认定并全额计提减值准备。进行单项认定后,本报告期需补提减值准备3,295万元左右,影响公司2025年半年度归属于上市公司股东的净利润2,739万元左右。该减值事项将导致2025年半年度盈利出现大幅下降。经初步测算,公司2025年半年度归属于上市公司股东的净利润从原同比下降18%左右,调整为同比下降70%左右,因与去年同期相比降幅超过50%,需补充披露2025年半年度预减公告。",预减,52100000.0,2025-08-19
12,600292,电投水电,扣除非经常性损益后的净利润,"预计2025年1-6月扣除非经常性损益后的净利润盈利约:938万元,同比上年下降:81%左右,同比上年降低4,090万元。",9380000.0,-81.0,"公司控股子公司国家电投集团远达环保工程有限公司(以下简称“远达工程”)近日获悉其大冶项目工程合同的工程总包单位江苏鲲鹏环保工程技术有限公司(以下简称“鲲鹏环保”)已于2025年7月24日被江苏省宜兴市人民法院裁定受理破产清算。鉴于此,远达工程对鲲鹏环保的应收款项存在重大回收风险。根据《企业会计准则》,基于谨慎性原则,远达工程拟对鲲鹏环保应收款项进行单项认定并全额计提减值准备。进行单项认定后,本报告期需补提减值准备3,295万元左右,影响公司2025年半年度归属于上市公司股东的净利润2,739万元左右。该减值事项将导致2025年半年度盈利出现大幅下降。经初步测算,公司2025年半年度归属于上市公司股东的净利润从原同比下降18%左右,调整为同比下降70%左右,因与去年同期相比降幅超过50%,需补充披露2025年半年度预减公告。",预减,50280000.0,2025-08-19
13,300225,金力泰,归属于上市公司股东的净利润,"预计2025年1-6月归属于上市公司股东的净利润盈利:700万元至1,000万元,同比上年下降:23%至46%。",8500000.0,-34.5,"报告期内,公司与战略备库供应商终止合作,导致本期计提其他应收款坏账准备较上年同期增加700万元;为提高公司产品的市场竞争力,公司持续加大产品研发力度,研发费用同比有所增长。综合上述原因,导致公司净利润较上年同期有所减少。",略减,12994500.0,2025-08-19
14,300225,金力泰,扣除非经常性损益后的净利润,"预计2025年1-6月扣除非经常性损益后的净利润盈利:400万元至600万元,同比上年下降:49%至66%。",5000000.0,-57.5,"报告期内,公司与战略备库供应商终止合作,导致本期计提其他应收款坏账准备较上年同期增加700万元;为提高公司产品的市场竞争力,公司持续加大产品研发力度,研发费用同比有所增长。综合上述原因,导致公司净利润较上年同期有所减少。",预减,11795200.0,2025-08-19
15,002660,茂硕电源,扣除非经常性损益后的净利润,"预计2025年1-6月扣除非经常性损益后的净利润亏损:2,100万元至2,800万元。",-24500000.0,-186.435,"本次业绩预告修正主要系公司于业绩预告后了解到部分消费类电源产品存在一定的售后品质风险,基于产品质量条款及后续的业务合作,为履行相关义务预计为客户提供妥善的售后处理将新增补货及相关费用损失。基于谨慎性原则,对2025年半年度业绩情况进行修正。",首亏,28344700.0,2025-08-19
16,002660,茂硕电源,归属于上市公司股东的净利润,"预计2025年1-6月归属于上市公司股东的净利润亏损:1,700万元至2,300万元。",-20000000.0,-160.515,"本次业绩预告修正主要系公司于业绩预告后了解到部分消费类电源产品存在一定的售后品质风险,基于产品质量条款及后续的业务合作,为履行相关义务预计为客户提供妥善的售后处理将新增补货及相关费用损失。基于谨慎性原则,对2025年半年度业绩情况进行修正。",首亏,33050600.0,2025-08-19
17,002660,茂硕电源,每股收益,预计2025年1-6月每股收益亏损:0.0477元至0.0645元。,-0.0561,,"本次业绩预告修正主要系公司于业绩预告后了解到部分消费类电源产品存在一定的售后品质风险,基于产品质量条款及后续的业务合作,为履行相关义务预计为客户提供妥善的售后处理将新增补货及相关费用损失。基于谨慎性原则,对2025年半年度业绩情况进行修正。",首亏,0.0927,2025-08-19
18,688378,奥来德,归属于上市公司股东的净利润,"预计2025年1-6月归属于上市公司股东的净利润盈利:2,500万元至2,900万元,同比上年下降:68.41%至72.77%,同比上年降低6,281.32万元至6,681.32万元。",27000000.0,-70.59,"(一)营业收入变动情况报告期内材料销售收入同比增长约20%,但因蒸发源设备销售收入下降较为显著,同比减少81.70%至82.46%,导致营业收入同比减少15.23%至21.07%;净利润及扣除非经常性损益的净利润下滑显著。(二)非经营性损益的影响2024年上半年,公司处置参股公司长春显光芯工业软件有限责任公司部分股权累计实现投资收益1,252.99万元,占同期利润总额的12.71%,本报告期未发生股权转让事项。",预减,91813200.0,2025-08-14
19,688378,奥来德,营业收入,"预计2025年1-6月营业收入:27,000万元至29,000万元,同比上年下降:15.23%至21.07%,同比上年降低5,209.64万元至7,209.64万元。",280000000.0,-18.15,"(一)营业收入变动情况报告期内材料销售收入同比增长约20%,但因蒸发源设备销售收入下降较为显著,同比减少81.70%至82.46%,导致营业收入同比减少15.23%至21.07%;净利润及扣除非经常性损益的净利润下滑显著。(二)非经营性损益的影响2024年上半年,公司处置参股公司长春显光芯工业软件有限责任公司部分股权累计实现投资收益1,252.99万元,占同期利润总额的12.71%,本报告期未发生股权转让事项。",略减,342096400.0,2025-08-14
20,688378,奥来德,扣除非经常性损益后的净利润,"预计2025年1-6月扣除非经常性损益后的净利润盈利:400万元至480万元,同比上年下降:92.46%至93.71%,同比上年降低5,882.6万元至5,962.6万元。",4400000.0,-93.085,"(一)营业收入变动情况报告期内材料销售收入同比增长约20%,但因蒸发源设备销售收入下降较为显著,同比减少81.70%至82.46%,导致营业收入同比减少15.23%至21.07%;净利润及扣除非经常性损益的净利润下滑显著。(二)非经营性损益的影响2024年上半年,公司处置参股公司长春显光芯工业软件有限责任公司部分股权累计实现投资收益1,252.99万元,占同期利润总额的12.71%,本报告期未发生股权转让事项。",预减,63626000.0,2025-08-14
21,600188,兖矿能源,归属于上市公司股东的净利润,"预计2025年1-6月归属于上市公司股东的净利润盈利约:465,000万元,同比上年下降:38%左右,同比上年降低290,000万元左右。",4650000000.0,-38.0,"报告期内,兖矿能源优化生产组织扩能增量,主要产品产能高效释放,挖潜增效精准发力,成本管控取得良好效果,化工业务实现较好协同增盈,一定程度上对冲了煤炭价格周期性下行影响。但由于煤炭供需总体宽松,煤价较同期大幅下降,影响归母净利润同比减少。下半年,公司将积极应对市场变化,科学合理优化生产组织,坚定不移释放优势产能;全面加强成本管理,最大限度挖潜降本增效;拓展营销增值渠道,持续挖掘价值创造潜能,为广大投资者创造良好价值回报。",略减,7600000000.0,2025-08-14
22,600188,兖矿能源,扣除非经常性损益后的净利润,"预计2025年1-6月扣除非经常性损益后的净利润盈利约:440,000万元,同比上年下降:39%左右,同比上年降低290,000万元左右。",4400000000.0,-39.0,"报告期内,兖矿能源优化生产组织扩能增量,主要产品产能高效释放,挖潜增效精准发力,成本管控取得良好效果,化工业务实现较好协同增盈,一定程度上对冲了煤炭价格周期性下行影响。但由于煤炭供需总体宽松,煤价较同期大幅下降,影响归母净利润同比减少。下半年,公司将积极应对市场变化,科学合理优化生产组织,坚定不移释放优势产能;全面加强成本管理,最大限度挖潜降本增效;拓展营销增值渠道,持续挖掘价值创造潜能,为广大投资者创造良好价值回报。",略减,7300000000.0,2025-08-14
23,300746,汉嘉数智,归属于上市公司股东的净利润,"预计2025年1-6月归属于上市公司股东的净利润盈利:1,500万元至1,650万元,同比上年增长:303.2%至343.52%。",15750000.0,323.36,"与上年同期相比,报告期内公司控股子公司苏州市伏泰信息科技股份有限公司纳入合并范围,公司新增了城市治理数字化整体解决方案、城市治理机器人整体解决方案两大板块业务,新板块业绩稳健,盈利能力良好,对公司的营收和利润带来了积极影响。",预增,3720200.0,2025-08-14
24,300746,汉嘉数智,扣除非经常性损益后的净利润,"预计2025年1-6月扣除非经常性损益后的净利润盈利:1,450万元至1,750万元,同比上年增长:867.05%至1067.13%。",16000000.0,967.09,"与上年同期相比,报告期内公司控股子公司苏州市伏泰信息科技股份有限公司纳入合并范围,公司新增了城市治理数字化整体解决方案、城市治理机器人整体解决方案两大板块业务,新板块业绩稳健,盈利能力良好,对公司的营收和利润带来了积极影响。",预增,1499400.0,2025-08-14
25,300746,汉嘉数智,每股收益,预计2025年1-6月每股收益盈利:0.06元至0.07元。,0.065,,"与上年同期相比,报告期内公司控股子公司苏州市伏泰信息科技股份有限公司纳入合并范围,公司新增了城市治理数字化整体解决方案、城市治理机器人整体解决方案两大板块业务,新板块业绩稳健,盈利能力良好,对公司的营收和利润带来了积极影响。",预增,0.02,2025-08-14
26,002636,金安国纪,归属于上市公司股东的净利润,"预计2025年1-6月归属于上市公司股东的净利润盈利:6,500万元至7,500万元,同比上年变动:-7.08%至7.22%。",70000000.0,0.07,"(一)在计算出售上海金板科技有限公司(以下简称“上海金板”)60%股权相关事项对公司2025年半年度利润的影响时,前次业绩预告系以当时在上海联合产权交易所公开挂牌的底价7,100万元为依据测算,现由于该出售股权事项最终确定的交易价格为5,300万元,与原业绩预告相比此事项减少公司利润1,800万元。(二)公司与上海金板业绩承诺方朱晓东于2025年2月28日签署的《业绩承诺补偿协议》确认朱晓东应当向公司支付的业绩补偿金额为7,000万元。根据《企业会计准则第13号--或有事项》规定,或有事项形成的或有资产只有在企业基本确定能够收到的情况下,才予以确认。基于谨慎性原则,公司前次业绩预告测算时没有将应收但尚未收到的业绩补偿确认为或有资产。公司已于近日收到上海金板的业绩承诺全部补偿款7,000万元,此事项增加公司营业外收入7,000万元。由于上述两个事项发生在资产负债表日至财务报告批准报出日之间,依据《企业会计准则第29号--资产负债表日后事项》“第四条企业发生的资产负债表日后调整事项,应当调整资产负债表日的财务报表。第五条企业发生的资产负债表日后调整事项,通常包括下列各项:……(二)资产负债表日后取得确凿证据,表明某项资产在资产负债表日发生了减值或者需要调整该项资产原先确认的减值金额。(三)资产负债表日后进一步确定了资产负债表日前购入资产的成本或售出资产的收入。……”的规定,公司对上述两项非经常性损益变动事项给财务报告带来的影响进行了期后调整,2025年上半年归属于上市公司股东的净利润预计将调增5,200万元,现予以修正。",续盈,69950000.0,2025-08-14
27,002636,金安国纪,每股收益,预计2025年1-6月每股收益盈利:0.089元至0.103元。,0.096,,"(一)在计算出售上海金板科技有限公司(以下简称“上海金板”)60%股权相关事项对公司2025年半年度利润的影响时,前次业绩预告系以当时在上海联合产权交易所公开挂牌的底价7,100万元为依据测算,现由于该出售股权事项最终确定的交易价格为5,300万元,与原业绩预告相比此事项减少公司利润1,800万元。(二)公司与上海金板业绩承诺方朱晓东于2025年2月28日签署的《业绩承诺补偿协议》确认朱晓东应当向公司支付的业绩补偿金额为7,000万元。根据《企业会计准则第13号--或有事项》规定,或有事项形成的或有资产只有在企业基本确定能够收到的情况下,才予以确认。基于谨慎性原则,公司前次业绩预告测算时没有将应收但尚未收到的业绩补偿确认为或有资产。公司已于近日收到上海金板的业绩承诺全部补偿款7,000万元,此事项增加公司营业外收入7,000万元。由于上述两个事项发生在资产负债表日至财务报告批准报出日之间,依据《企业会计准则第29号--资产负债表日后事项》“第四条企业发生的资产负债表日后调整事项,应当调整资产负债表日的财务报表。第五条企业发生的资产负债表日后调整事项,通常包括下列各项:……(二)资产负债表日后取得确凿证据,表明某项资产在资产负债表日发生了减值或者需要调整该项资产原先确认的减值金额。(三)资产负债表日后进一步确定了资产负债表日前购入资产的成本或售出资产的收入。……”的规定,公司对上述两项非经常性损益变动事项给财务报告带来的影响进行了期后调整,2025年上半年归属于上市公司股东的净利润预计将调增5,200万元,现予以修正。",续盈,0.096,2025-08-14
28,002636,金安国纪,扣除非经常性损益后的净利润,"预计2025年1-6月扣除非经常性损益后的净利润盈利:6,000万元至8,000万元,同比上年增长:4700%至6300%。",70000000.0,5500.0,"(一)在计算出售上海金板科技有限公司(以下简称“上海金板”)60%股权相关事项对公司2025年半年度利润的影响时,前次业绩预告系以当时在上海联合产权交易所公开挂牌的底价7,100万元为依据测算,现由于该出售股权事项最终确定的交易价格为5,300万元,与原业绩预告相比此事项减少公司利润1,800万元。(二)公司与上海金板业绩承诺方朱晓东于2025年2月28日签署的《业绩承诺补偿协议》确认朱晓东应当向公司支付的业绩补偿金额为7,000万元。根据《企业会计准则第13号--或有事项》规定,或有事项形成的或有资产只有在企业基本确定能够收到的情况下,才予以确认。基于谨慎性原则,公司前次业绩预告测算时没有将应收但尚未收到的业绩补偿确认为或有资产。公司已于近日收到上海金板的业绩承诺全部补偿款7,000万元,此事项增加公司营业外收入7,000万元。由于上述两个事项发生在资产负债表日至财务报告批准报出日之间,依据《企业会计准则第29号--资产负债表日后事项》“第四条企业发生的资产负债表日后调整事项,应当调整资产负债表日的财务报表。第五条企业发生的资产负债表日后调整事项,通常包括下列各项:……(二)资产负债表日后取得确凿证据,表明某项资产在资产负债表日发生了减值或者需要调整该项资产原先确认的减值金额。(三)资产负债表日后进一步确定了资产负债表日前购入资产的成本或售出资产的收入。……”的规定,公司对上述两项非经常性损益变动事项给财务报告带来的影响进行了期后调整,2025年上半年归属于上市公司股东的净利润预计将调增5,200万元,现予以修正。",预增,1250000.0,2025-08-14
29,603318,水发燃气,扣除非经常性损益后的净利润,"预计2025年1-6月扣除非经常性损益后的净利润亏损:1,200万元至1,600万元。",-14000000.0,-131.71,"1.2025年3月,公司接到辽宁省沈阳市中级人民法院传票,系辽宁三三工业有限公司就侵害技术秘密纠纷事项起诉王淑红、大连宏智重工装备有限公司、公司和大连派思投资有限公司,本案涉案金额4991.11万元。近日,公司收到辽宁省沈阳市中级人民法院民事判决书〔(2025)辽01民初42号〕(以下简称“一审判决”),主要内容为被告王淑红、被告大连宏智重工装备有限公司、被告水发派思燃气股份有限公司、被告大连派思投资有限公司于本判决生效之日起三十日内连带赔偿原告辽宁三三工业有限公司经济损失49,911,100.22元,本案的案件受理费291,356元和保全费5000元,由被告王淑红、大连宏智重工装备有限公司、水发派思燃气股份有限公司、大连派思投资有限公司共同负担。2.公司于2025年7月15日披露了《2025年半年度业绩预亏公告》(公告编号:2025-040),业绩预告发出时本案尚未判决,公司未取得本案对当期利润影响的依据。3.此案当前阶段为一审判决,截至目前该判决尚未生效,公司后续将继续上诉,全力维护自身的合法权益,力争将损失降到最低。上述事项属于资产负债表日后调整事项,公司根据一审判决谨慎估计,按照人民币49,911,100.22元确认相关负债及损失,涉及的相关损益属于非经常性损益。",首亏,44149900.0,2025-08-13
30,603318,水发燃气,归属于上市公司股东的净利润,"预计2025年1-6月归属于上市公司股东的净利润亏损:5,791.11万元至6,191.11万元。",-59911100.0,-216.115,"1.2025年3月,公司接到辽宁省沈阳市中级人民法院传票,系辽宁三三工业有限公司就侵害技术秘密纠纷事项起诉王淑红、大连宏智重工装备有限公司、公司和大连派思投资有限公司,本案涉案金额4991.11万元。近日,公司收到辽宁省沈阳市中级人民法院民事判决书〔(2025)辽01民初42号〕(以下简称“一审判决”),主要内容为被告王淑红、被告大连宏智重工装备有限公司、被告水发派思燃气股份有限公司、被告大连派思投资有限公司于本判决生效之日起三十日内连带赔偿原告辽宁三三工业有限公司经济损失49,911,100.22元,本案的案件受理费291,356元和保全费5000元,由被告王淑红、大连宏智重工装备有限公司、水发派思燃气股份有限公司、大连派思投资有限公司共同负担。2.公司于2025年7月15日披露了《2025年半年度业绩预亏公告》(公告编号:2025-040),业绩预告发出时本案尚未判决,公司未取得本案对当期利润影响的依据。3.此案当前阶段为一审判决,截至目前该判决尚未生效,公司后续将继续上诉,全力维护自身的合法权益,力争将损失降到最低。上述事项属于资产负债表日后调整事项,公司根据一审判决谨慎估计,按照人民币49,911,100.22元确认相关负债及损失,涉及的相关损益属于非经常性损益。",首亏,51597200.0,2025-08-13
31,600345,长江通信,归属于上市公司股东的净利润,"预计2025年1-6月归属于上市公司股东的净利润亏损:406万元至608万元,同比上年下降:116.43%至124.61%,同比上年降低2,877万元至3,079万元。",-5070000.0,-120.52,"导致本次业绩预测数据与前次业绩预告数据出现差异的原因系对参股公司权益法核算确认的投资收益较前次预计数有所下降。根据参股公司最新的财务数据测算,本次投资收益较前次预计数减少1,320万元。",首亏,24710000.0,2025-08-09
32,600345,长江通信,扣除非经常性损益后的净利润,"预计2025年1-6月扣除非经常性损益后的净利润亏损:3,042万元至3,445万元,同比上年下降:68.44%至90.75%,同比上年降低1,236万元至1,639万元。",-32435000.0,-79.595,"导致本次业绩预测数据与前次业绩预告数据出现差异的原因系对参股公司权益法核算确认的投资收益较前次预计数有所下降。根据参股公司最新的财务数据测算,本次投资收益较前次预计数减少1,320万元。",增亏,-18060000.0,2025-08-09
33,605008,长鸿高科,归属于上市公司股东的净利润,"预计2025年1-6月归属于上市公司股东的净利润盈利:140万元至200万元,同比上年下降:97.93%至98.55%,同比上年降低9,457.09万元至9,517.09万元。",1700000.0,-98.24,"公司2025年1-6月业绩预减主要是公司子公司浙江长鸿生物材料有限公司为了提升现有装置的生产效率,在2025年第一季度进行了PBT装置技改,技改停工时间较长影响了产量;同时,由于市场需求阶段性不足,产品销售价格降幅大于原材料价格降幅,毛利率下滑所致。但从第二季度开始,长鸿生物生产逐渐稳定,市场出现回暖趋势,公司整体第二季度获得较好盈利。",预减,96570900.0,2025-08-08
34,605008,长鸿高科,扣除非经常性损益后的净利润,"预计2025年1-6月扣除非经常性损益后的净利润亏损:500万元至600万元,同比上年下降:107.08%至108.49%,同比上年降低7,565.65万元至7,665.65万元。",-5500000.0,-107.785,"公司2025年1-6月业绩预减主要是公司子公司浙江长鸿生物材料有限公司为了提升现有装置的生产效率,在2025年第一季度进行了PBT装置技改,技改停工时间较长影响了产量;同时,由于市场需求阶段性不足,产品销售价格降幅大于原材料价格降幅,毛利率下滑所致。但从第二季度开始,长鸿生物生产逐渐稳定,市场出现回暖趋势,公司整体第二季度获得较好盈利。",首亏,70656500.0,2025-08-08
35,300005,探路者,归属于上市公司股东的净利润,"预计2025年1-6月归属于上市公司股东的净利润盈利:1,600万元至2,200万元,同比上年下降:74.27%至81.29%。",19000000.0,-77.78,"公司本报告期业绩下降的主要原因:一是户外业务受市场环境和新品迭代节奏等因素影响,产品销售不及预期,报告期收入下滑,存货跌价准备计提增加,拖累盈利表现;二是芯片业务发展整体向好,但受汇率波动影响,汇兑损益大幅变动,对业绩形成反向拖累;综合导致本期业绩下降。",预减,85502100.0,2025-08-08
36,300005,探路者,扣除非经常性损益后的净利润,"预计2025年1-6月扣除非经常性损益后的净利润盈利:1,200万元至1,600万元,同比上年下降:80.32%至85.24%。",14000000.0,-82.78,"公司本报告期业绩下降的主要原因:一是户外业务受市场环境和新品迭代节奏等因素影响,产品销售不及预期,报告期收入下滑,存货跌价准备计提增加,拖累盈利表现;二是芯片业务发展整体向好,但受汇率波动影响,汇兑损益大幅变动,对业绩形成反向拖累;综合导致本期业绩下降。",预减,81298100.0,2025-08-08
37,002800,天顺股份,归属于上市公司股东的净利润,预计2025年1-6月归属于上市公司股东的净利润亏损:390万元至690万元。,-5400000.0,-168.26,"本次业绩修正,主要因为公司于2025年8月6日收到新疆维吾尔自治区乌鲁木齐市中级人民法院民事裁定书[(2024)新01协外认1号之三]。新疆维吾尔自治区乌鲁木齐市中级人民法院依照《中华人民共和国民事诉讼法》第三百零四条之规定,裁定如下:承认和执行国际商会国际仲裁院2023年9月11日作出的第26118/AZR/SPN/AB/CPB号仲裁裁决。经核查,将涉及营业外支出和预计负债科目调整,影响营业外支出和预计负债金额范围约为890万元至940万元,且涉及的相关损益属于非经常性损益。",首亏,7910900.0,2025-08-08
38,002800,天顺股份,每股收益,预计2025年1-6月每股收益亏损:0.0256元至0.0453元。,-0.03545,,"本次业绩修正,主要因为公司于2025年8月6日收到新疆维吾尔自治区乌鲁木齐市中级人民法院民事裁定书[(2024)新01协外认1号之三]。新疆维吾尔自治区乌鲁木齐市中级人民法院依照《中华人民共和国民事诉讼法》第三百零四条之规定,裁定如下:承认和执行国际商会国际仲裁院2023年9月11日作出的第26118/AZR/SPN/AB/CPB号仲裁裁决。经核查,将涉及营业外支出和预计负债科目调整,影响营业外支出和预计负债金额范围约为890万元至940万元,且涉及的相关损益属于非经常性损益。",首亏,0.0727,2025-08-08
