序号,股票代码,股票简称,预测指标,业绩变动,预测数值,业绩变动幅度,业绩变动原因,预告类型,上年同期值,公告日期
14,603828,*ST利达,归属于上市公司股东的净利润,"预计2023年1-12月归属于上市公司股东的净利润亏损约:12,838.45万元。",-128384500.0,62.56,"1、2023年,面对复杂严峻的国内经济环境,公司坚持“深耕江苏,加速拓展全国”的市场策略,聚焦和强化主营业务发展,加强市场推广,积极承揽优质项目。公司收入规模较同期有所上升,同时通过有效控制,降低了项目成本。2、信用减值损失和资产减值损失减少,主要是公司加强了应收款项的风险管理,应收账款坏账准备和合同资产坏账准备减少。",减亏,-342927100.0,2024-04-29
15,603666,亿嘉和,归属于上市公司股东的净利润,"预计2023年1-12月归属于上市公司股东的净利润亏损:800万元至1,200万元。",-10000000.0,89.79,"1、2023年度,公司在电网行业的营收较2022年有所增长,且公司共享充电系统、商用清洁机器人、轨交行业机器人等新产品业务在2023年度开始产生规模化营收,公司整体毛利较2022年度有所提升。2、2023年度,公司持续推进各项管理优化工作,期间费用较2022年有所下降。3、2023年度,公司销售回款较2022年有所好转,计提的减值损失减少。",减亏,-97950900.0,2024-04-29
16,603666,亿嘉和,扣除非经常性损益后的净利润,"预计2023年1-12月扣除非经常性损益后的净利润亏损:3,100万元至3,500万元。",-33000000.0,80.075,"1、2023年度,公司在电网行业的营收较2022年有所增长,且公司共享充电系统、商用清洁机器人、轨交行业机器人等新产品业务在2023年度开始产生规模化营收,公司整体毛利较2022年度有所提升。2、2023年度,公司持续推进各项管理优化工作,期间费用较2022年有所下降。3、2023年度,公司销售回款较2022年有所好转,计提的减值损失减少。",减亏,-165622300.0,2024-04-29
17,002196,方正电机,营业收入,"预计2023年1-12月营业收入:240,000万元至250,000万元。",2450000000.0,5.125,"1、报告期内,公司新能源汽车驱动电机业务克服了客户下游市场波动、订单不及预期的不利影响,整体营收同比略微增长。同时由于公司销售的驱动电机产品结构改善,扁线电机及高压电机出货增加,以及智能控制器产品销售占比增加,公司综合营业毛利率同比增加4%,公司实现扣非经营性净利润扭亏为盈。2、2023年底,公司对部分应收账款、存货资产等计提减值2,903.86万元。3、报告期内,公司非经常性损益主要包括:(1)公司控股子公司丽水方德智驱应用技术研究院有限公司收到政府研发补助资金人民币5,000万元;(2)公司2023年完成新厂区搬迁,实现政府搬迁补偿4,990.88万元;(3)公司于2023年3月份转让控股子公司绿脉城市交通(欧洲)有限公司股权,产生投资收益1,190.00万元;(4)对部分因新建厂区无法搬迁、客户项目终止、设备老旧工艺落后的设备进行处置产生资产报废损失2,102.39万元。",略增,2330642000.0,2024-04-29
18,002196,方正电机,归属于上市公司股东的净利润,"预计2023年1-12月归属于上市公司股东的净利润盈利:10,000万元至13,500万元,同比上年增长:143.21%至158.34%。",117500000.0,150.775,"1、报告期内,公司新能源汽车驱动电机业务克服了客户下游市场波动、订单不及预期的不利影响,整体营收同比略微增长。同时由于公司销售的驱动电机产品结构改善,扁线电机及高压电机出货增加,以及智能控制器产品销售占比增加,公司综合营业毛利率同比增加4%,公司实现扣非经营性净利润扭亏为盈。2、2023年底,公司对部分应收账款、存货资产等计提减值2,903.86万元。3、报告期内,公司非经常性损益主要包括:(1)公司控股子公司丽水方德智驱应用技术研究院有限公司收到政府研发补助资金人民币5,000万元;(2)公司2023年完成新厂区搬迁,实现政府搬迁补偿4,990.88万元;(3)公司于2023年3月份转让控股子公司绿脉城市交通(欧洲)有限公司股权,产生投资收益1,190.00万元;(4)对部分因新建厂区无法搬迁、客户项目终止、设备老旧工艺落后的设备进行处置产生资产报废损失2,102.39万元。",扭亏,-231404800.0,2024-04-29
19,002196,方正电机,扣除后营业收入,"预计2023年1-12月扣除后营业收入:235,000万元至245,000万元。",2400000000.0,,"1、报告期内,公司新能源汽车驱动电机业务克服了客户下游市场波动、订单不及预期的不利影响,整体营收同比略微增长。同时由于公司销售的驱动电机产品结构改善,扁线电机及高压电机出货增加,以及智能控制器产品销售占比增加,公司综合营业毛利率同比增加4%,公司实现扣非经营性净利润扭亏为盈。2、2023年底,公司对部分应收账款、存货资产等计提减值2,903.86万元。3、报告期内,公司非经常性损益主要包括:(1)公司控股子公司丽水方德智驱应用技术研究院有限公司收到政府研发补助资金人民币5,000万元;(2)公司2023年完成新厂区搬迁,实现政府搬迁补偿4,990.88万元;(3)公司于2023年3月份转让控股子公司绿脉城市交通(欧洲)有限公司股权,产生投资收益1,190.00万元;(4)对部分因新建厂区无法搬迁、客户项目终止、设备老旧工艺落后的设备进行处置产生资产报废损失2,102.39万元。",略增,2254134400.0,2024-04-29
20,002196,方正电机,扣除非经常性损益后的净利润,"预计2023年1-12月扣除非经常性损益后的净利润亏损:0万元至1,000万元,同比上年增长:95.95%至100%。",-5000000.0,97.975,"1、报告期内,公司新能源汽车驱动电机业务克服了客户下游市场波动、订单不及预期的不利影响,整体营收同比略微增长。同时由于公司销售的驱动电机产品结构改善,扁线电机及高压电机出货增加,以及智能控制器产品销售占比增加,公司综合营业毛利率同比增加4%,公司实现扣非经营性净利润扭亏为盈。2、2023年底,公司对部分应收账款、存货资产等计提减值2,903.86万元。3、报告期内,公司非经常性损益主要包括:(1)公司控股子公司丽水方德智驱应用技术研究院有限公司收到政府研发补助资金人民币5,000万元;(2)公司2023年完成新厂区搬迁,实现政府搬迁补偿4,990.88万元;(3)公司于2023年3月份转让控股子公司绿脉城市交通(欧洲)有限公司股权,产生投资收益1,190.00万元;(4)对部分因新建厂区无法搬迁、客户项目终止、设备老旧工艺落后的设备进行处置产生资产报废损失2,102.39万元。",减亏,-247170200.0,2024-04-29
21,002196,方正电机,每股收益,预计2023年1-12月每股收益盈利:0.19元至0.27元。,0.23,,"1、报告期内,公司新能源汽车驱动电机业务克服了客户下游市场波动、订单不及预期的不利影响,整体营收同比略微增长。同时由于公司销售的驱动电机产品结构改善,扁线电机及高压电机出货增加,以及智能控制器产品销售占比增加,公司综合营业毛利率同比增加4%,公司实现扣非经营性净利润扭亏为盈。2、2023年底,公司对部分应收账款、存货资产等计提减值2,903.86万元。3、报告期内,公司非经常性损益主要包括:(1)公司控股子公司丽水方德智驱应用技术研究院有限公司收到政府研发补助资金人民币5,000万元;(2)公司2023年完成新厂区搬迁,实现政府搬迁补偿4,990.88万元;(3)公司于2023年3月份转让控股子公司绿脉城市交通(欧洲)有限公司股权,产生投资收益1,190.00万元;(4)对部分因新建厂区无法搬迁、客户项目终止、设备老旧工艺落后的设备进行处置产生资产报废损失2,102.39万元。",扭亏,-0.46,2024-04-29
22,603188,亚邦股份,扣除非经常性损益后的净利润,"预计2023年1-12月扣除非经常性损益后的净利润亏损:65,100万元,同比上年增长:6%,同比上年增长4,500万元。",-651000000.0,6.0,"1、受宏观经济等外部环境因素影响,下游市场需求持续低迷,公司主要产品销售价格下滑,产品销售毛利大幅下滑。2、报告期内,公司处置亚邦供热和部分停业子公司股权,该处置交易共计增加归属于上市公司股东的净利润13,807.15万元。该处置的子公司在报告期内共计产生亏损17,761.98万元,该处置交易有利于公司未来的生存和发展。3、由于市场环境和行业监管的影响,报告期内公司部分产线仍然未能恢复生产,甚至未来还有部分产线将因市场需求不足被迫停产,公司已经聘请江苏中企华中天资产评估有限公司正在对固定资产实施减值评估,经与评估师和审计师沟通,本次计提固定资产减值损失预计影响归属于上市公司股东的净利润11,505.56万元。",减亏,-696000000.0,2024-04-27
23,603188,亚邦股份,归属于上市公司股东的净利润,"预计2023年1-12月归属于上市公司股东的净利润亏损:46,700万元,同比上年增长:33%,同比上年增长23,200万元。",-467000000.0,33.0,"1、受宏观经济等外部环境因素影响,下游市场需求持续低迷,公司主要产品销售价格下滑,产品销售毛利大幅下滑。2、报告期内,公司处置亚邦供热和部分停业子公司股权,该处置交易共计增加归属于上市公司股东的净利润13,807.15万元。该处置的子公司在报告期内共计产生亏损17,761.98万元,该处置交易有利于公司未来的生存和发展。3、由于市场环境和行业监管的影响,报告期内公司部分产线仍然未能恢复生产,甚至未来还有部分产线将因市场需求不足被迫停产,公司已经聘请江苏中企华中天资产评估有限公司正在对固定资产实施减值评估,经与评估师和审计师沟通,本次计提固定资产减值损失预计影响归属于上市公司股东的净利润11,505.56万元。",减亏,-699000000.0,2024-04-27
24,002520,日发精机,归属于上市公司股东的净利润,"预计2023年1-12月归属于上市公司股东的净利润亏损:84,500万元至91,000万元,同比上年增长:40.5%至44.75%。",-877500000.0,42.625,"公司国内子公司高端智能装备业务板块凭借良好的产品性能及多年的客户沉淀,充分把握细分市场机遇,销售收入比上年同期有一定幅度的增长,但海外子公司Airwork公司及意大利MCM公司业务市场开拓情况未达预期。1、Airwork公司所在的航空运营业务板块,自从受到欧盟、美国、新西兰等国与俄罗斯双边关系及相互制裁的影响后,该事件对其2023年度业绩的影响仍未消除,Airwork公司在俄罗斯的业务仍未恢复。而2023年航空货运市场竞争进一步加剧,Airwork公司2023年度经营业绩也因此受到行业及客户需求不足的影响未能完全恢复。2、Airwork公司于2019年4月以其全部现有及未来(即2019年4月及以后)持有的资产作为抵押范围签订银团贷款合同。截至2024年1月29日,该笔借款余额为1.1亿美元,其中1.07亿美元将于2024年7月31日到期需偿还。目前Airwork公司管理层正积极与银团商榷授信续期事项,截至本次业绩预告披露日尚未有结论。为了增强偿债能力,Airwork公司努力降低运营成本,同时,拟计划2024年处置13架飞机及相关部件的资产,由于上述资产的使用方式发生变更(由运营转为出售),导致资产评估计价方法也随之发生变更,由收益法变更为市场法,因此上述飞机资产发生减值。公司根据《企业会计准则》和会计政策的相关规定,本着谨慎性原则,聘请评估机构进行了初步的测算,预估Airwork公司上述因为用途发生改变所涉及的资产将计提减值准备的金额约为5.3亿元人民币。截至本次业绩预告披露日,评估工作尚未完成。3、意大利MCM公司市场开拓情况不佳,部分原材料采购交付周期延长,意大利部分订单交付及验收延迟,原材料、能源及人工等成本上涨,而产品销售价格未能相应上调。使得意大利MCM公司在本报告期中的业绩不及预期,但自2023年第四季度起正在逐步恢复。4、报告期内,预计非经常性损益项目对归属于上市公司股东净利润的影响金额约700万元-1,000万元,主要系报告期内公司收到的政府补助及理财产品投资收益等。",减亏,-1529515600.0,2024-04-27
25,002520,日发精机,扣除非经常性损益后的净利润,"预计2023年1-12月扣除非经常性损益后的净利润亏损:87,700万元至94,700万元,同比上年下降:20.72%至30.36%。",-912000000.0,-25.54,"公司国内子公司高端智能装备业务板块凭借良好的产品性能及多年的客户沉淀,充分把握细分市场机遇,销售收入比上年同期有一定幅度的增长,但海外子公司Airwork公司及意大利MCM公司业务市场开拓情况未达预期。1、Airwork公司所在的航空运营业务板块,自从受到欧盟、美国、新西兰等国与俄罗斯双边关系及相互制裁的影响后,该事件对其2023年度业绩的影响仍未消除,Airwork公司在俄罗斯的业务仍未恢复。而2023年航空货运市场竞争进一步加剧,Airwork公司2023年度经营业绩也因此受到行业及客户需求不足的影响未能完全恢复。2、Airwork公司于2019年4月以其全部现有及未来(即2019年4月及以后)持有的资产作为抵押范围签订银团贷款合同。截至2024年1月29日,该笔借款余额为1.1亿美元,其中1.07亿美元将于2024年7月31日到期需偿还。目前Airwork公司管理层正积极与银团商榷授信续期事项,截至本次业绩预告披露日尚未有结论。为了增强偿债能力,Airwork公司努力降低运营成本,同时,拟计划2024年处置13架飞机及相关部件的资产,由于上述资产的使用方式发生变更(由运营转为出售),导致资产评估计价方法也随之发生变更,由收益法变更为市场法,因此上述飞机资产发生减值。公司根据《企业会计准则》和会计政策的相关规定,本着谨慎性原则,聘请评估机构进行了初步的测算,预估Airwork公司上述因为用途发生改变所涉及的资产将计提减值准备的金额约为5.3亿元人民币。截至本次业绩预告披露日,评估工作尚未完成。3、意大利MCM公司市场开拓情况不佳,部分原材料采购交付周期延长,意大利部分订单交付及验收延迟,原材料、能源及人工等成本上涨,而产品销售价格未能相应上调。使得意大利MCM公司在本报告期中的业绩不及预期,但自2023年第四季度起正在逐步恢复。4、报告期内,预计非经常性损益项目对归属于上市公司股东净利润的影响金额约700万元-1,000万元,主要系报告期内公司收到的政府补助及理财产品投资收益等。",增亏,-726459400.0,2024-04-27
26,002520,日发精机,每股收益,预计2023年1-12月每股收益亏损:1.06元至1.14元。,-1.1,,"公司国内子公司高端智能装备业务板块凭借良好的产品性能及多年的客户沉淀,充分把握细分市场机遇,销售收入比上年同期有一定幅度的增长,但海外子公司Airwork公司及意大利MCM公司业务市场开拓情况未达预期。1、Airwork公司所在的航空运营业务板块,自从受到欧盟、美国、新西兰等国与俄罗斯双边关系及相互制裁的影响后,该事件对其2023年度业绩的影响仍未消除,Airwork公司在俄罗斯的业务仍未恢复。而2023年航空货运市场竞争进一步加剧,Airwork公司2023年度经营业绩也因此受到行业及客户需求不足的影响未能完全恢复。2、Airwork公司于2019年4月以其全部现有及未来(即2019年4月及以后)持有的资产作为抵押范围签订银团贷款合同。截至2024年1月29日,该笔借款余额为1.1亿美元,其中1.07亿美元将于2024年7月31日到期需偿还。目前Airwork公司管理层正积极与银团商榷授信续期事项,截至本次业绩预告披露日尚未有结论。为了增强偿债能力,Airwork公司努力降低运营成本,同时,拟计划2024年处置13架飞机及相关部件的资产,由于上述资产的使用方式发生变更(由运营转为出售),导致资产评估计价方法也随之发生变更,由收益法变更为市场法,因此上述飞机资产发生减值。公司根据《企业会计准则》和会计政策的相关规定,本着谨慎性原则,聘请评估机构进行了初步的测算,预估Airwork公司上述因为用途发生改变所涉及的资产将计提减值准备的金额约为5.3亿元人民币。截至本次业绩预告披露日,评估工作尚未完成。3、意大利MCM公司市场开拓情况不佳,部分原材料采购交付周期延长,意大利部分订单交付及验收延迟,原材料、能源及人工等成本上涨,而产品销售价格未能相应上调。使得意大利MCM公司在本报告期中的业绩不及预期,但自2023年第四季度起正在逐步恢复。4、报告期内,预计非经常性损益项目对归属于上市公司股东净利润的影响金额约700万元-1,000万元,主要系报告期内公司收到的政府补助及理财产品投资收益等。",减亏,-1.82,2024-04-27
27,002197,证通电子,每股收益,预计2023年1-12月每股收益亏损:0.1元至0.13元。,-0.115,,"报告期内,公司始终坚持聚焦主业,紧紧围绕公司发展战略和经营管理目标开展各项运营工作,经营业绩取得显著进展。2023年业绩变动主要原因如下:(1)报告期内各数据中心机架的上架率实现稳步上升,机柜租赁效益进一步释放,开拓的云计算业务和EPC-O业务较好地完成项目的执行落地,实现IDC及云计算业务的收入同比大幅增长,提升了公司的整体盈利能力;(2)公司积极采取各项措施,不断加大对应收账款的催收力度,借助于政府出台的化债政策逐步落地,加强客户回款,公司的经营性现金净流入实现同比大幅增长;(3)公司预计非经常性损益金额约为7,000万元,主要系计入当期损益的政府补助收益、增值税加计抵减收益等。",减亏,-0.88,2024-04-27
28,002197,证通电子,归属于上市公司股东的净利润,"预计2023年1-12月归属于上市公司股东的净利润亏损:6,000万元至8,000万元。",-70000000.0,86.995,"报告期内,公司始终坚持聚焦主业,紧紧围绕公司发展战略和经营管理目标开展各项运营工作,经营业绩取得显著进展。2023年业绩变动主要原因如下:(1)报告期内各数据中心机架的上架率实现稳步上升,机柜租赁效益进一步释放,开拓的云计算业务和EPC-O业务较好地完成项目的执行落地,实现IDC及云计算业务的收入同比大幅增长,提升了公司的整体盈利能力;(2)公司积极采取各项措施,不断加大对应收账款的催收力度,借助于政府出台的化债政策逐步落地,加强客户回款,公司的经营性现金净流入实现同比大幅增长;(3)公司预计非经常性损益金额约为7,000万元,主要系计入当期损益的政府补助收益、增值税加计抵减收益等。",减亏,-538248700.0,2024-04-27
29,002197,证通电子,扣除非经常性损益后的净利润,"预计2023年1-12月扣除非经常性损益后的净利润亏损:9,500万元至11,500万元。",-105000000.0,80.45,"报告期内,公司始终坚持聚焦主业,紧紧围绕公司发展战略和经营管理目标开展各项运营工作,经营业绩取得显著进展。2023年业绩变动主要原因如下:(1)报告期内各数据中心机架的上架率实现稳步上升,机柜租赁效益进一步释放,开拓的云计算业务和EPC-O业务较好地完成项目的执行落地,实现IDC及云计算业务的收入同比大幅增长,提升了公司的整体盈利能力;(2)公司积极采取各项措施,不断加大对应收账款的催收力度,借助于政府出台的化债政策逐步落地,加强客户回款,公司的经营性现金净流入实现同比大幅增长;(3)公司预计非经常性损益金额约为7,000万元,主要系计入当期损益的政府补助收益、增值税加计抵减收益等。",减亏,-537129500.0,2024-04-27
30,002193,ST如意,归属于上市公司股东的净利润,"预计2023年1-12月归属于上市公司股东的净利润亏损:58,000万元至65,000万元,同比上年下降:275.9%至321.27%。",-615000000.0,-298.585,"1、根据《企业会计准则》《深圳证券交易所上市公司自律监管指引第1号——主板上市公司规范运作》等相关规定,公司基于谨慎性原则,对可能发生减值准备的相关资产计提了减值准备。报告期内,因子公司-温州庄吉进入司法重整程序,对子公司的股权全额计提资产减值准备;库龄超过1年的面料和服装存货,存在减值迹象,公司拟计提资产减值准备;报告期内子公司温州庄吉司法重整对应的应收账款回收放缓、账龄随之增长,基于谨慎性和一致性原则,公司仍按账龄组合和原预期信用损失率计提了坏账准备。实际计提金额需依据评估机构评估和审计机构审计后确定。2、报告期内,受消费市场需求低迷的严峻影响,国内市场需求不及预期,团装职业装订单减少,影响公司整体营业收入减少。公司适时调整订单结构,加大外销市场拓展力度,使公司全年获得了充足的订单,保障了满负荷生产,提高了资金周转效率。但是,由于外销订单占比较高,且售价和毛利率偏低,公司营业收入及利润较同期下降。综上所述,受子公司温州庄吉司法重整、计提信用减值和资产减值以及调整订单结构的影响,报告期内营业利润和净利润同比变动较大。面对新形势,公司将调整优化发展战略,改革创新经营方针,提高资产使用效率,发挥“技术+品牌”优势,提高产品科技含量和附加值,实施传统制造企业向数字化零售企业延伸转型,不断提升公司盈利水平。同时,公司正全面开展国内市场业务,重点立足高级定制市场和职业装市场,保持并加大拓展海外市场。通过上述措施,稳步推进重点经营战略调整,实现公司高质量持续稳健发展。",增亏,-154295400.0,2024-04-27
31,002193,ST如意,扣除非经常性损益后的净利润,"预计2023年1-12月扣除非经常性损益后的净利润亏损:48,000万元至55,000万元,同比上年下降:261.58%至314.31%。",-515000000.0,-287.945,"1、根据《企业会计准则》《深圳证券交易所上市公司自律监管指引第1号——主板上市公司规范运作》等相关规定,公司基于谨慎性原则,对可能发生减值准备的相关资产计提了减值准备。报告期内,因子公司-温州庄吉进入司法重整程序,对子公司的股权全额计提资产减值准备;库龄超过1年的面料和服装存货,存在减值迹象,公司拟计提资产减值准备;报告期内子公司温州庄吉司法重整对应的应收账款回收放缓、账龄随之增长,基于谨慎性和一致性原则,公司仍按账龄组合和原预期信用损失率计提了坏账准备。实际计提金额需依据评估机构评估和审计机构审计后确定。2、报告期内,受消费市场需求低迷的严峻影响,国内市场需求不及预期,团装职业装订单减少,影响公司整体营业收入减少。公司适时调整订单结构,加大外销市场拓展力度,使公司全年获得了充足的订单,保障了满负荷生产,提高了资金周转效率。但是,由于外销订单占比较高,且售价和毛利率偏低,公司营业收入及利润较同期下降。综上所述,受子公司温州庄吉司法重整、计提信用减值和资产减值以及调整订单结构的影响,报告期内营业利润和净利润同比变动较大。面对新形势,公司将调整优化发展战略,改革创新经营方针,提高资产使用效率,发挥“技术+品牌”优势,提高产品科技含量和附加值,实施传统制造企业向数字化零售企业延伸转型,不断提升公司盈利水平。同时,公司正全面开展国内市场业务,重点立足高级定制市场和职业装市场,保持并加大拓展海外市场。通过上述措施,稳步推进重点经营战略调整,实现公司高质量持续稳健发展。",增亏,-132751800.0,2024-04-27
