序号,股票代码,股票简称,预测指标,业绩变动,预测数值,业绩变动幅度,业绩变动原因,预告类型,上年同期值,公告日期
11,603557,*ST起步,归属于上市公司股东的净利润,"预计2024年1-6月归属于上市公司股东的净利润亏损:3,000万元至3,200万元。",-31000000.0,83.405,"纺织服装行业竞争激烈,市场恢复缓慢,公司营业收入较去年同期出现下滑,报告期内收入未能覆盖成本费用支出,导致利润亏损。",减亏,-186837900.0,2024-08-28
12,603557,*ST起步,扣除非经常性损益后的净利润,"预计2024年1-6月扣除非经常性损益后的净利润亏损:3,100万元至3,300万元。",-32000000.0,75.485,"纺织服装行业竞争激烈,市场恢复缓慢,公司营业收入较去年同期出现下滑,报告期内收入未能覆盖成本费用支出,导致利润亏损。",减亏,-130521500.0,2024-08-28
13,600641,先导基电,归属于上市公司股东的净利润,"预计2024年1-6月归属于上市公司股东的净利润亏损约:7,081万元。",-70810000.0,-159.7,"本报告期内,公司的营业收入较上年同期有一定幅度的下降,主要是公司房地产板块进入收尾阶段,房产交付收入减少,导致公司利润减少;同时公司专用设备制造业务收入由于受行业验证周期的影响,导致上半年公司收入确认减少,对公司利润减少有一定影响。后续公司会加快存量房产的去化工作,同时加快专用设备制造业务的验证工作。本报告期内,受2024年上半年金融市场波动影响,公司持有的雪球及股票等金融资产公允价值下降。综上原因,导致公司本期利润发生亏损。",首亏,118600300.0,2024-08-27
14,688179,阿拉丁,归属于上市公司股东的净利润,"预计2024年1-6月归属于上市公司股东的净利润盈利:4,726.99万元,同比上年增长:52.91%,同比上年增长1,635.56万元。",47269900.0,52.91,"报告期内,公司净利润等各项指标增长得益于公司历年对新产品研发的持续投入增加,促成产品品种丰富度不断扩充;加大市场宣传力度,在销售端落实优化举措,提升客户关注度和满意度;同时,控股子公司上海源叶生物科技有限公司自2024年4月1日起纳入合并范围,相关经营数据情况助力各项财务指标的增长。",预增,30914200.0,2024-08-24
15,688179,阿拉丁,扣除非经常性损益后的净利润,"预计2024年1-6月扣除非经常性损益后的净利润盈利:4,623.57万元,同比上年增长:55.08%,同比上年增长1,642.11万元。",46235700.0,55.08,"报告期内,公司净利润等各项指标增长得益于公司历年对新产品研发的持续投入增加,促成产品品种丰富度不断扩充;加大市场宣传力度,在销售端落实优化举措,提升客户关注度和满意度;同时,控股子公司上海源叶生物科技有限公司自2024年4月1日起纳入合并范围,相关经营数据情况助力各项财务指标的增长。",预增,29814600.0,2024-08-24
16,600345,长江通信,扣除非经常性损益后的净利润,"预计2024年1-6月扣除非经常性损益后的净利润亏损:1,626万元至2,033万元,同比上年下降:132.76%至140.96%,同比上年降低6,589万元至6,996万元。",-18295000.0,-136.86,导致本次业绩预测数据与前次业绩预告数据出现差异的原因系对参股公司权益法核算确认的投资收益较前次预计数有所增长。,首亏,49630000.0,2024-08-24
17,600345,长江通信,归属于上市公司股东的净利润,"预计2024年1-6月归属于上市公司股东的净利润盈利:2,266万元至2,719万元,同比上年下降:46.49%至55.4%,同比上年降低2,362万元至2,815万元。",24925000.0,-50.945,导致本次业绩预测数据与前次业绩预告数据出现差异的原因系对参股公司权益法核算确认的投资收益较前次预计数有所增长。,预减,50810000.0,2024-08-24
18,002492,恒基达鑫,营业收入,"预计2024年1-6月营业收入:17,804.4万元,同比上年下降:9.3%。",178044000.0,-9.3,,略减,196297636.71,2024-08-20
19,002492,恒基达鑫,归属于上市公司股东的净利润,"预计2024年1-6月归属于上市公司股东的净利润盈利:3,895.45万元,同比上年下降:30.75%。",38954500.0,-30.75,,略减,56249658.21,2024-08-20
20,002492,恒基达鑫,扣除非经常性损益后的净利润,"预计2024年1-6月扣除非经常性损益后的净利润盈利:3,395.05万元,同比上年下降:31.92%。",33950500.0,-31.92,,略减,49866941.18,2024-08-20
21,603310,巍华新材,归属于上市公司股东的净利润,"预计2024年1-6月归属于上市公司股东的净利润盈利:18,291.87万元至21,591.87万元,同比上年下降:34.4%至44.43%。",199418700.0,-39.415,"(1)2023年公司下游农药市场处于下行趋势,农药市场2023年下半年较上半年大幅回落,2024年初农药市场开始触底反弹,伴随全球农药库存压力的逐步缓解,农药因其刚性需求,市场逐步回暖,2024年二季度公司经营业绩较一季度呈现稳中向好态势,2024年上半年经营业绩预计较2023年下半年环比实现增长;(2)2024年以来主要产品对氯三氟甲苯、间三氟甲基苯胺、间三氟甲基苯酚销售价格较2023年四季度基本保持稳定;2,6-二氯甲苯产品止跌趋势明显;2,4-二氯-3,5-二硝基三氟甲苯产品价格较2023年四季度虽有所回落,但2024年3月份销售均价较2024年1月已出现回升,加之该产品收入占比较低,对公司影响有限;(3)公司主要产品市场供应未发生较大变化,2024年上半年受下游农药回落影响经营业绩较上年同期出现下行,但较2023年下半年已大幅回升,公司下游含氟农药主要品种具备高效、低毒、低残留、对环境友好等特点,应用前景广阔,未来具备较大增长潜力;(4)公司产品除主要用于农药领域外,含氟涂料及含氟医药也为重要应用领域,含氟涂料及含氟医药相关行业呈增长态势,未表现明显周期性特征。",略减,329152400.0,2024-08-13
22,603310,巍华新材,扣除非经常性损益后的净利润,"预计2024年1-6月扣除非经常性损益后的净利润盈利:17,860.49万元至20,860.49万元,同比上年下降:35.44%至44.72%。",193604900.0,-40.08,"(1)2023年公司下游农药市场处于下行趋势,农药市场2023年下半年较上半年大幅回落,2024年初农药市场开始触底反弹,伴随全球农药库存压力的逐步缓解,农药因其刚性需求,市场逐步回暖,2024年二季度公司经营业绩较一季度呈现稳中向好态势,2024年上半年经营业绩预计较2023年下半年环比实现增长;(2)2024年以来主要产品对氯三氟甲苯、间三氟甲基苯胺、间三氟甲基苯酚销售价格较2023年四季度基本保持稳定;2,6-二氯甲苯产品止跌趋势明显;2,4-二氯-3,5-二硝基三氟甲苯产品价格较2023年四季度虽有所回落,但2024年3月份销售均价较2024年1月已出现回升,加之该产品收入占比较低,对公司影响有限;(3)公司主要产品市场供应未发生较大变化,2024年上半年受下游农药回落影响经营业绩较上年同期出现下行,但较2023年下半年已大幅回升,公司下游含氟农药主要品种具备高效、低毒、低残留、对环境友好等特点,应用前景广阔,未来具备较大增长潜力;(4)公司产品除主要用于农药领域外,含氟涂料及含氟医药也为重要应用领域,含氟涂料及含氟医药相关行业呈增长态势,未表现明显周期性特征。",略减,323111000.0,2024-08-13
23,603310,巍华新材,营业收入,"预计2024年1-6月营业收入:63,026.64万元至71,026.64万元,同比上年下降:18.94%至28.07%。",670266400.0,-23.505,"(1)2023年公司下游农药市场处于下行趋势,农药市场2023年下半年较上半年大幅回落,2024年初农药市场开始触底反弹,伴随全球农药库存压力的逐步缓解,农药因其刚性需求,市场逐步回暖,2024年二季度公司经营业绩较一季度呈现稳中向好态势,2024年上半年经营业绩预计较2023年下半年环比实现增长;(2)2024年以来主要产品对氯三氟甲苯、间三氟甲基苯胺、间三氟甲基苯酚销售价格较2023年四季度基本保持稳定;2,6-二氯甲苯产品止跌趋势明显;2,4-二氯-3,5-二硝基三氟甲苯产品价格较2023年四季度虽有所回落,但2024年3月份销售均价较2024年1月已出现回升,加之该产品收入占比较低,对公司影响有限;(3)公司主要产品市场供应未发生较大变化,2024年上半年受下游农药回落影响经营业绩较上年同期出现下行,但较2023年下半年已大幅回升,公司下游含氟农药主要品种具备高效、低毒、低残留、对环境友好等特点,应用前景广阔,未来具备较大增长潜力;(4)公司产品除主要用于农药领域外,含氟涂料及含氟医药也为重要应用领域,含氟涂料及含氟医药相关行业呈增长态势,未表现明显周期性特征。",略减,876236300.0,2024-08-13
24,688033,*ST天宜,归属于上市公司股东的净利润,"预计2024年1-6月归属于上市公司股东的净利润亏损:49,278.57万元,同比上年下降:474.07%,同比上年降低62,452.34万元。",-492785700.0,-474.07,"报告期内,公司轨道交通业务加大了投标力度,中标额度较高;受制于光伏产业链去库存且持续低迷影响,致单晶拉制耗材产品需求疲软,主要产品市场销售价格大幅下降影响,导致与上年同期相比,公司2024年半年度总体收入较大规模下滑,从而净利润预计同比大幅下降。同时,根据企业会计准则及公司会计政策等相关规定,基于谨慎性原则,公司对截至2024年6月30日合并报表范围内的各类资产进行全面评估和减值测试,预计2024年上半年相关资产计提减值合计28,115.26万元,其中,计提存货跌价准备28,806.35万元。面对各业务板块行业变化较大、竞争激烈的局面,公司将始终坚持以市场为导向的产业化研发理念,不断研究新材料行业需求及应用趋势,保持技术创新、装备升级及人才团队等优势,进一步拓展材料及产品应用空间,在竞争中稳步向前发展。",首亏,131737600.0,2024-08-10
25,688033,*ST天宜,扣除非经常性损益后的净利润,"预计2024年1-6月扣除非经常性损益后的净利润亏损:50,788.16万元,同比上年下降:522.61%,同比上年降低62,805.86万元。",-507881600.0,-522.61,"报告期内,公司轨道交通业务加大了投标力度,中标额度较高;受制于光伏产业链去库存且持续低迷影响,致单晶拉制耗材产品需求疲软,主要产品市场销售价格大幅下降影响,导致与上年同期相比,公司2024年半年度总体收入较大规模下滑,从而净利润预计同比大幅下降。同时,根据企业会计准则及公司会计政策等相关规定,基于谨慎性原则,公司对截至2024年6月30日合并报表范围内的各类资产进行全面评估和减值测试,预计2024年上半年相关资产计提减值合计28,115.26万元,其中,计提存货跌价准备28,806.35万元。面对各业务板块行业变化较大、竞争激烈的局面,公司将始终坚持以市场为导向的产业化研发理念,不断研究新材料行业需求及应用趋势,保持技术创新、装备升级及人才团队等优势,进一步拓展材料及产品应用空间,在竞争中稳步向前发展。",首亏,120176900.0,2024-08-10
26,688033,*ST天宜,营业收入,"预计2024年1-6月营业收入:51,117.49万元,同比上年下降:47.41%,同比上年降低46,084.47万元。",511174900.0,-47.41,"报告期内,公司轨道交通业务加大了投标力度,中标额度较高;受制于光伏产业链去库存且持续低迷影响,致单晶拉制耗材产品需求疲软,主要产品市场销售价格大幅下降影响,导致与上年同期相比,公司2024年半年度总体收入较大规模下滑,从而净利润预计同比大幅下降。同时,根据企业会计准则及公司会计政策等相关规定,基于谨慎性原则,公司对截至2024年6月30日合并报表范围内的各类资产进行全面评估和减值测试,预计2024年上半年相关资产计提减值合计28,115.26万元,其中,计提存货跌价准备28,806.35万元。面对各业务板块行业变化较大、竞争激烈的局面,公司将始终坚持以市场为导向的产业化研发理念,不断研究新材料行业需求及应用趋势,保持技术创新、装备升级及人才团队等优势,进一步拓展材料及产品应用空间,在竞争中稳步向前发展。",略减,972019600.0,2024-08-10
27,301611,珂玛科技,营业收入,"预计2024年1-6月营业收入:36,500万元至39,200万元,同比上年增长:55.93%至67.46%。",378500000.0,61.695,,预增,234079800.0,2024-08-09
28,301611,珂玛科技,归属于上市公司股东的净利润,"预计2024年1-6月归属于上市公司股东的净利润盈利:12,034.41万元至14,396.91万元,同比上年增长:253.66%至323.08%。",132156600.0,288.37,,预增,34028500.0,2024-08-09
29,301611,珂玛科技,扣除非经常性损益后的净利润,"预计2024年1-6月扣除非经常性损益后的净利润盈利:11,765.75万元至14,088.38万元,同比上年增长:249.86%至318.92%。",129270650.0,284.39,,预增,33630100.0,2024-08-09
30,301581,黄山谷捷,归属于上市公司股东的净利润,"预计2024年1-6月归属于上市公司股东的净利润盈利:5,700万元至5,900万元,同比上年下降:12.02%至15%。",58000000.0,-13.51,,略减,67059700.0,2024-08-02
31,301581,黄山谷捷,扣除非经常性损益后的净利润,"预计2024年1-6月扣除非经常性损益后的净利润盈利:5,300万元至5,500万元,同比上年下降:14.55%至17.65%。",54000000.0,-16.1,,略减,64361800.0,2024-08-02
32,301581,黄山谷捷,营业收入,"预计2024年1-6月营业收入:29,800万元至30,900万元,同比上年下降:9.86%至13.07%。",303500000.0,-11.465,,略减,342802600.0,2024-08-02
33,688721,龙图光罩,归属于上市公司股东的净利润,"预计2024年1-6月归属于上市公司股东的净利润盈利:4,800万元至5,000万元,同比上年增长:19.41%至24.39%。",49000000.0,21.9,"公司营业收入、归属于母公司股东的净利润、扣除非经常性损益后归属于母公司股东的净利润预计金额均较上年度有较大幅度的增长,公司经营情况持续向好。",略增,40196110.32,2024-08-01
34,688721,龙图光罩,扣除非经常性损益后的净利润,"预计2024年1-6月扣除非经常性损益后的净利润盈利:4,800万元至5,000万元,同比上年增长:21.45%至26.51%。",49000000.0,23.98,"公司营业收入、归属于母公司股东的净利润、扣除非经常性损益后归属于母公司股东的净利润预计金额均较上年度有较大幅度的增长,公司经营情况持续向好。",略增,39521232.1,2024-08-01
35,688721,龙图光罩,营业收入,"预计2024年1-6月营业收入:12,500万元至13,000万元,同比上年增长:21.17%至26.02%。",127500000.0,23.595,"公司营业收入、归属于母公司股东的净利润、扣除非经常性损益后归属于母公司股东的净利润预计金额均较上年度有较大幅度的增长,公司经营情况持续向好。",略增,103159957.95,2024-08-01
36,688011,新光光电,扣除非经常性损益后的净利润,"预计2024年1-6月扣除非经常性损益后的净利润亏损:2,500万元至2,750万元,同比上年下降:16.58%至28.24%。",-26250000.0,-22.41,"(一)报告期内,公司营业收入约为5,100万元,较上年同期下降约17%,导致公司利润减少。收入减少的主要原因:民品产品收入较上年同期减少约2,260万元,军品产品收入较上年同期增加约1,360万元,导致主营业务收入较上年同期减少约900万元。(二)报告期内,随着应收账款账龄的增加,公司计提信用减值损失同比增加约385万元。以上综合因素导致了报告期内归属于上市公司股东的净利润出现亏损。",增亏,-21443600.0,2024-08-01
37,688011,新光光电,归属于上市公司股东的净利润,"预计2024年1-6月归属于上市公司股东的净利润亏损:1,700万元至1,950万元,同比上年下降:10.67%至26.95%。",-18250000.0,-18.81,"(一)报告期内,公司营业收入约为5,100万元,较上年同期下降约17%,导致公司利润减少。收入减少的主要原因:民品产品收入较上年同期减少约2,260万元,军品产品收入较上年同期增加约1,360万元,导致主营业务收入较上年同期减少约900万元。(二)报告期内,随着应收账款账龄的增加,公司计提信用减值损失同比增加约385万元。以上综合因素导致了报告期内归属于上市公司股东的净利润出现亏损。",增亏,-15360300.0,2024-08-01
38,688011,新光光电,营业收入,"预计2024年1-6月营业收入约:5,100万元,同比上年下降:17%左右。",51000000.0,-17.0,"(一)报告期内,公司营业收入约为5,100万元,较上年同期下降约17%,导致公司利润减少。收入减少的主要原因:民品产品收入较上年同期减少约2,260万元,军品产品收入较上年同期增加约1,360万元,导致主营业务收入较上年同期减少约900万元。(二)报告期内,随着应收账款账龄的增加,公司计提信用减值损失同比增加约385万元。以上综合因素导致了报告期内归属于上市公司股东的净利润出现亏损。",略减,61808355.28,2024-08-01
39,688511,天微电子,扣除非经常性损益后的净利润,"预计2024年1-6月扣除非经常性损益后的净利润亏损约:388.05万元,同比上年下降:125.5%左右,同比上年降低1,910.09万元左右。",-3880500.0,-125.5,"公司的主要产品灭火抑爆系统作为整车的分系统,需求受整车的年度任务影响,导致公司2024年半年度收入大幅度减少,同时,相较于上年同期,收到的政府补助减少、研发费用、减值损失等增加导致2024年半年度归属于母公司所有者的净利润大幅减少。",首亏,15220400.0,2024-07-31
40,688511,天微电子,归属于上市公司股东的净利润,"预计2024年1-6月归属于上市公司股东的净利润盈利约:138.87万元,同比上年下降:94.96%左右,同比上年降低2,614.28万元左右。",1388700.0,-94.96,"公司的主要产品灭火抑爆系统作为整车的分系统,需求受整车的年度任务影响,导致公司2024年半年度收入大幅度减少,同时,相较于上年同期,收到的政府补助减少、研发费用、减值损失等增加导致2024年半年度归属于母公司所有者的净利润大幅减少。",预减,27531500.0,2024-07-31
41,688232,新点软件,扣除非经常性损益后的净利润,"预计2024年1-6月扣除非经常性损益后的净利润亏损:5,841.16万元至8,761.74万元,同比上年增长:42.2%至61.47%,同比上年增长6,396.75万元至9,317.33万元。",-73014500.0,51.835,"公司上半年营业收入下降,主要系客户预算收紧,项目审批周期延长,部分项目存在交付、验收延期;公司通过不断研发创新产品与服务,提升产品附加值,增加市场竞争力,产品盈利能力保持良好水平,报告期毛利率同比增加约5个百分点;公司业绩具有较强的季节性特征,上半年收入占比较小且成本费用持续发生,导致上半年净利润亏损,但管理层重视经营质量和管理效率的提升,通过数字化手段加强各项成本费用的管控,持续优化流程,降低人力成本,提升质量与人效,与上年同期相比,亏损收窄;同时,公司采取一系列措施加强应收账款的管理,上半年实现收款9.42亿元,且经营活动产生的现金流量净额优于上年同期。公司坚定落实拓展企业客户的既定战略,打造企业电子采购招标新赛道;持续推进AI大模型在细分行业的应用及场景落地,提升公司的技术竞争力和持续创新力;构建数据要素运营平台,实现各类数据要素的智能化治理、产品化开发和商业化应用;基于AI大模型在企业服务和数据要素方面的持续运营能力,探索基于能力服务的SaaS化运营模式,实现商业模式的转型升级。",减亏,-151584900.0,2024-07-31
42,688232,新点软件,营业收入,"预计2024年1-6月营业收入:77,560.65万元,同比上年下降:14.94%。",775606500.0,-14.94,"公司上半年营业收入下降,主要系客户预算收紧,项目审批周期延长,部分项目存在交付、验收延期;公司通过不断研发创新产品与服务,提升产品附加值,增加市场竞争力,产品盈利能力保持良好水平,报告期毛利率同比增加约5个百分点;公司业绩具有较强的季节性特征,上半年收入占比较小且成本费用持续发生,导致上半年净利润亏损,但管理层重视经营质量和管理效率的提升,通过数字化手段加强各项成本费用的管控,持续优化流程,降低人力成本,提升质量与人效,与上年同期相比,亏损收窄;同时,公司采取一系列措施加强应收账款的管理,上半年实现收款9.42亿元,且经营活动产生的现金流量净额优于上年同期。公司坚定落实拓展企业客户的既定战略,打造企业电子采购招标新赛道;持续推进AI大模型在细分行业的应用及场景落地,提升公司的技术竞争力和持续创新力;构建数据要素运营平台,实现各类数据要素的智能化治理、产品化开发和商业化应用;基于AI大模型在企业服务和数据要素方面的持续运营能力,探索基于能力服务的SaaS化运营模式,实现商业模式的转型升级。",略减,911825100.0,2024-07-31
43,688232,新点软件,归属于上市公司股东的净利润,"预计2024年1-6月归属于上市公司股东的净利润亏损:1,790万元至2,684.99万元,同比上年增长:68.22%至78.81%,同比上年增长5,764.04万元至6,659.03万元。",-22374950.0,73.515,"公司上半年营业收入下降,主要系客户预算收紧,项目审批周期延长,部分项目存在交付、验收延期;公司通过不断研发创新产品与服务,提升产品附加值,增加市场竞争力,产品盈利能力保持良好水平,报告期毛利率同比增加约5个百分点;公司业绩具有较强的季节性特征,上半年收入占比较小且成本费用持续发生,导致上半年净利润亏损,但管理层重视经营质量和管理效率的提升,通过数字化手段加强各项成本费用的管控,持续优化流程,降低人力成本,提升质量与人效,与上年同期相比,亏损收窄;同时,公司采取一系列措施加强应收账款的管理,上半年实现收款9.42亿元,且经营活动产生的现金流量净额优于上年同期。公司坚定落实拓展企业客户的既定战略,打造企业电子采购招标新赛道;持续推进AI大模型在细分行业的应用及场景落地,提升公司的技术竞争力和持续创新力;构建数据要素运营平台,实现各类数据要素的智能化治理、产品化开发和商业化应用;基于AI大模型在企业服务和数据要素方面的持续运营能力,探索基于能力服务的SaaS化运营模式,实现商业模式的转型升级。",减亏,-84490300.0,2024-07-31
44,688070,纵横股份,归属于上市公司股东的净利润,"预计2024年1-6月归属于上市公司股东的净利润亏损:5,059.83万元,同比上年降低4,489.58万元。",-50598300.0,-787.3,"2024年上半年,公司积极推进经营发展各项工作,新型无人值守系统、大载重固定翼无人机系统、多旋翼无人机等新产品研发进展顺利。业务方面,公司重点推进国内航空应急有关中型复合翼项目采购,纵横大鹏CW-100无人机中标多个项目,位列国内同类型产品采购数量头部地位,但相关项目5月才启动招标、截至6月底尚未开展交付,预计下半年陆续开展交付;大载重无人机产品研发完成阶段性任务,积极参与相关用户采购比测;同时,公司稳步推进能源巡检、海外市场等项目,但上半年相关大订单的签约、交付不及预期。在国内低空经济的政策支持下,公司积极与国内多地开展低空数字经济相关建设、运营试点,项目从论证到落地需要一定时间周期,目前尚未对业绩形成有力支持。同比2023年上半年,2024年1-6月受宏观经济形势影响,下游客户预算紧张,在低空经济政策顶层规划下,国内传统分散的无人机采购正在向集中规划、运营服务购买转变,导致实施周期进一步延迟;海外项目缺乏大额项目交付,部分重点项目交付周期延长。前述相关因素综合影响导致公司2024年1-6月营业收入规模同比下降。同时因市场竞争更趋激烈、研发投入持续加大、生产基地全面转固、利息支出大幅增加等影响期间费用同比有所上升,2024年1-6月较上年同期亏损有所增加。下半年,公司将加快国内航空应急项目及其他重点项目的交付实施,并持续完善应用方案,论证商业模式,强化内部管理,抓住国内低空经济、国际市场持续增长的历史性发展机遇,促进经营质量提升。",增亏,-5702500.0,2024-07-31
45,688070,纵横股份,扣除非经常性损益后的净利润,"预计2024年1-6月扣除非经常性损益后的净利润亏损:5,627.29万元,同比上年降低4,033.46万元。",-56272900.0,-253.07,"2024年上半年,公司积极推进经营发展各项工作,新型无人值守系统、大载重固定翼无人机系统、多旋翼无人机等新产品研发进展顺利。业务方面,公司重点推进国内航空应急有关中型复合翼项目采购,纵横大鹏CW-100无人机中标多个项目,位列国内同类型产品采购数量头部地位,但相关项目5月才启动招标、截至6月底尚未开展交付,预计下半年陆续开展交付;大载重无人机产品研发完成阶段性任务,积极参与相关用户采购比测;同时,公司稳步推进能源巡检、海外市场等项目,但上半年相关大订单的签约、交付不及预期。在国内低空经济的政策支持下,公司积极与国内多地开展低空数字经济相关建设、运营试点,项目从论证到落地需要一定时间周期,目前尚未对业绩形成有力支持。同比2023年上半年,2024年1-6月受宏观经济形势影响,下游客户预算紧张,在低空经济政策顶层规划下,国内传统分散的无人机采购正在向集中规划、运营服务购买转变,导致实施周期进一步延迟;海外项目缺乏大额项目交付,部分重点项目交付周期延长。前述相关因素综合影响导致公司2024年1-6月营业收入规模同比下降。同时因市场竞争更趋激烈、研发投入持续加大、生产基地全面转固、利息支出大幅增加等影响期间费用同比有所上升,2024年1-6月较上年同期亏损有所增加。下半年,公司将加快国内航空应急项目及其他重点项目的交付实施,并持续完善应用方案,论证商业模式,强化内部管理,抓住国内低空经济、国际市场持续增长的历史性发展机遇,促进经营质量提升。",增亏,-15938300.0,2024-07-31
46,688070,纵横股份,营业收入,"预计2024年1-6月营业收入:8,318.79万元,同比上年下降:35.46%,同比上年降低4,569.68万元。",83187900.0,-35.46,"2024年上半年,公司积极推进经营发展各项工作,新型无人值守系统、大载重固定翼无人机系统、多旋翼无人机等新产品研发进展顺利。业务方面,公司重点推进国内航空应急有关中型复合翼项目采购,纵横大鹏CW-100无人机中标多个项目,位列国内同类型产品采购数量头部地位,但相关项目5月才启动招标、截至6月底尚未开展交付,预计下半年陆续开展交付;大载重无人机产品研发完成阶段性任务,积极参与相关用户采购比测;同时,公司稳步推进能源巡检、海外市场等项目,但上半年相关大订单的签约、交付不及预期。在国内低空经济的政策支持下,公司积极与国内多地开展低空数字经济相关建设、运营试点,项目从论证到落地需要一定时间周期,目前尚未对业绩形成有力支持。同比2023年上半年,2024年1-6月受宏观经济形势影响,下游客户预算紧张,在低空经济政策顶层规划下,国内传统分散的无人机采购正在向集中规划、运营服务购买转变,导致实施周期进一步延迟;海外项目缺乏大额项目交付,部分重点项目交付周期延长。前述相关因素综合影响导致公司2024年1-6月营业收入规模同比下降。同时因市场竞争更趋激烈、研发投入持续加大、生产基地全面转固、利息支出大幅增加等影响期间费用同比有所上升,2024年1-6月较上年同期亏损有所增加。下半年,公司将加快国内航空应急项目及其他重点项目的交付实施,并持续完善应用方案,论证商业模式,强化内部管理,抓住国内低空经济、国际市场持续增长的历史性发展机遇,促进经营质量提升。",略减,128884700.0,2024-07-31
