序号,股票代码,股票简称,预测指标,业绩变动,预测数值,业绩变动幅度,业绩变动原因,预告类型,上年同期值,公告日期
21,603376,大明电子,营业收入,"预计2025年1-9月营业收入:214,735.08万元,同比上年增长:19.73%。",2147350800.0,19.73,"基于发行人目前的经营状况、市场环境及在手订单等情况,经初步测算,预计公司2025年1-9月可实现营业收入214,735.08万元,较上年同期增长19.73%;预计可实现归属于母公司股东的净利润20,315.21万元,较上年度同期增长5.68%;预计扣除非经常性损益后归属于母公司股东的净利润20,085.65万元,较上年度同期增长5.43%。公司与下游客户合作稳定,业务模式成熟,预计2025年1-9月经营业绩将保持稳中有升。",略增,1793491800.0,2025-10-30
22,920121,江天科技,归属于上市公司股东的净利润,"预计2025年1-9月归属于上市公司股东的净利润盈利:8,400万元至9,200万元,同比上年增长:5.99%至16.09%。",88000000.0,11.04,"公司预计2025年1-9月业绩增长,主要系下游市场需求增长,以及公司持续加强与现有优质客户合作并积极拓展新客户新市场所致。",略增,79250000.0,2025-10-24
23,920121,江天科技,扣除非经常性损益后的净利润,"预计2025年1-9月扣除非经常性损益后的净利润盈利:8,200万元至9,000万元,同比上年增长:8.98%至19.62%。",86000000.0,14.3,"公司预计2025年1-9月业绩增长,主要系下游市场需求增长,以及公司持续加强与现有优质客户合作并积极拓展新客户新市场所致。",略增,75240700.0,2025-10-24
24,920121,江天科技,营业收入,"预计2025年1-9月营业收入:46,100万元至47,700万元,同比上年增长:9.51%至13.31%。",469000000.0,11.41,"公司预计2025年1-9月业绩增长,主要系下游市场需求增长,以及公司持续加强与现有优质客户合作并积极拓展新客户新市场所致。",略增,420964200.0,2025-10-24
25,920003,中诚咨询,归属于上市公司股东的净利润,"预计2025年1-9月归属于上市公司股东的净利润盈利:7,000万元至7,200万元,同比上年下降:1.14%至3.89%。",71000000.0,-2.515,"主要原因系受到国际环境和宏观经济复杂多变、房地产市场等因素影响,2025年1-9月发行人预计实现的收入同比有所减少。",略减,72833700.0,2025-10-24
26,920003,中诚咨询,扣除非经常性损益后的净利润,"预计2025年1-9月扣除非经常性损益后的净利润盈利:6,500万元至6,700万元,同比上年下降:0.31%至3.28%。",66000000.0,-1.795,"主要原因系受到国际环境和宏观经济复杂多变、房地产市场等因素影响,2025年1-9月发行人预计实现的收入同比有所减少。",略减,67206100.0,2025-10-24
27,920003,中诚咨询,营业收入,"预计2025年1-9月营业收入:26,000万元至27,000万元,同比上年下降:2.56%至6.17%。",265000000.0,-4.365,"主要原因系受到国际环境和宏观经济复杂多变、房地产市场等因素影响,2025年1-9月发行人预计实现的收入同比有所减少。",略减,277089600.0,2025-10-24
28,688802,沐曦股份,归属于上市公司股东的净利润,"预计2025年1-9月归属于上市公司股东的净利润亏损:30,000万元至38,000万元,同比上年增长:51.38%至61.62%。",-340000000.0,56.5,,减亏,-781579100.0,2025-10-24
29,688802,沐曦股份,扣除非经常性损益后的净利润,"预计2025年1-9月扣除非经常性损益后的净利润亏损:35,000万元至43,000万元,同比上年增长:44.9%至55.15%。",-390000000.0,50.025,,减亏,-780420300.0,2025-10-24
30,688802,沐曦股份,营业收入,"预计2025年1-9月营业收入:120,000万元至126,000万元,同比上年增长:437.36%至464.23%。",1230000000.0,450.795,,预增,223312900.0,2025-10-24
31,688550,瑞联新材,归属于上市公司股东的净利润,"预计2025年1-9月归属于上市公司股东的净利润盈利:28,081.35万元,同比上年增长:51.54%,同比上年增长9,551.01万元。",280813500.0,51.54,"报告期内,显示材料板块保持平稳发展,为公司整体业绩提供了坚实基础。医药与电子材料板块营业收入实现较大幅度增长,提升了公司整体营收规模,有效推动了公司净利润水平的提升,盈利能力得到进一步增强。",预增,185303400.0,2025-10-24
32,688550,瑞联新材,扣除非经常性损益后的净利润,"预计2025年1-9月扣除非经常性损益后的净利润盈利:27,694.9万元,同比上年增长:59.26%,同比上年增长10,304.98万元。",276949000.0,59.26,"报告期内,显示材料板块保持平稳发展,为公司整体业绩提供了坚实基础。医药与电子材料板块营业收入实现较大幅度增长,提升了公司整体营收规模,有效推动了公司净利润水平的提升,盈利能力得到进一步增强。",预增,173899200.0,2025-10-24
33,688550,瑞联新材,营业收入,"预计2025年1-9月营业收入:130,133.97万元,同比上年增长:19.01%,同比上年增长20,790.55万元。",1301339700.0,19.01,"报告期内,显示材料板块保持平稳发展,为公司整体业绩提供了坚实基础。医药与电子材料板块营业收入实现较大幅度增长,提升了公司整体营收规模,有效推动了公司净利润水平的提升,盈利能力得到进一步增强。",略增,1093434243.13,2025-10-24
34,688183,生益电子,归属于上市公司股东的净利润,"预计2025年1-9月归属于上市公司股东的净利润盈利:107,400万元至115,370万元,同比上年增长:476%至519%,同比上年增长88,748万元至96,718万元。",1113850000.0,497.5,"公司围绕“市场引领,双轮驱动”的经营理念,着力推动市场、技术、质量管理等综合能力进一步提升,报告期内高附加值产品占比提升,持续巩固了公司在中高端市场的竞争优势,实现营业收入及净利润较上年同期大幅增长。",预增,186520000.0,2025-10-24
35,688183,生益电子,扣除非经常性损益后的净利润,"预计2025年1-9月扣除非经常性损益后的净利润盈利:107,140万元至115,090万元,同比上年增长:503%至548%,同比上年增长89,382万元至97,332万元。",1111150000.0,525.5,"公司围绕“市场引领,双轮驱动”的经营理念,着力推动市场、技术、质量管理等综合能力进一步提升,报告期内高附加值产品占比提升,持续巩固了公司在中高端市场的竞争优势,实现营业收入及净利润较上年同期大幅增长。",预增,177580000.0,2025-10-24
36,688183,生益电子,营业收入,"预计2025年1-9月营业收入:661,380万元至703,380万元,同比上年增长:108%至121%,同比上年增长343,446万元至385,446万元。",6823800000.0,114.5,"公司围绕“市场引领,双轮驱动”的经营理念,着力推动市场、技术、质量管理等综合能力进一步提升,报告期内高附加值产品占比提升,持续巩固了公司在中高端市场的竞争优势,实现营业收入及净利润较上年同期大幅增长。",预增,3179340000.0,2025-10-24
37,688033,*ST天宜,归属于上市公司股东的净利润,"预计2025年1-9月归属于上市公司股东的净利润亏损:32,000万元至42,000万元,同比上年增长:28.47%至45.5%,同比上年增长16,720.19万元至26,720.19万元。",-370000000.0,36.985,"报告期内,公司光伏新能源业务受行业周期性影响,持续低迷,尚未出现明显改善,导致公司报告期内的营业收入规模较去年同期进一步下滑。此外,受公司主要产品单价低位徘徊、折旧摊销等固定费用及融资成本较高等因素的共同影响,导致公司毛利减少、净利润持续处于亏损状态。同时,报告期内净利润较去年同期有所减亏,主要原因系去年同期公司计提了较大额度的存货减值,而本报告期内公司未计提大额存货减值。",减亏,-587201900.0,2025-10-24
38,688033,*ST天宜,扣除非经常性损益后的净利润,"预计2025年1-9月扣除非经常性损益后的净利润亏损:29,000万元至39,000万元,同比上年增长:37.39%至53.44%,同比上年增长23,291.79万元至33,291.79万元。",-340000000.0,45.415,"报告期内,公司光伏新能源业务受行业周期性影响,持续低迷,尚未出现明显改善,导致公司报告期内的营业收入规模较去年同期进一步下滑。此外,受公司主要产品单价低位徘徊、折旧摊销等固定费用及融资成本较高等因素的共同影响,导致公司毛利减少、净利润持续处于亏损状态。同时,报告期内净利润较去年同期有所减亏,主要原因系去年同期公司计提了较大额度的存货减值,而本报告期内公司未计提大额存货减值。",减亏,-622917900.0,2025-10-24
39,688033,*ST天宜,营业收入,"预计2025年1-9月营业收入:50,000万元至60,000万元,同比上年下降:6.13%至21.78%,同比上年降低3,918.67万元至13,918.67万元。",550000000.0,-13.955,"报告期内,公司光伏新能源业务受行业周期性影响,持续低迷,尚未出现明显改善,导致公司报告期内的营业收入规模较去年同期进一步下滑。此外,受公司主要产品单价低位徘徊、折旧摊销等固定费用及融资成本较高等因素的共同影响,导致公司毛利减少、净利润持续处于亏损状态。同时,报告期内净利润较去年同期有所减亏,主要原因系去年同期公司计提了较大额度的存货减值,而本报告期内公司未计提大额存货减值。",略减,639186700.0,2025-10-24
40,600183,生益科技,归属于上市公司股东的净利润,"预计2025年1-9月归属于上市公司股东的净利润盈利:242,000万元至246,000万元,同比上年增长:76%至79%,同比上年增长104,775万元至108,775万元。",2440000000.0,77.5,"1、在报告期内,公司覆铜板销量同比上升,覆铜板产品营业收入增加,同时持续优化产品结构提升毛利率,推动盈利水平提升。2、在报告期内,下属子公司生益电子股份有限公司围绕“市场引领,双轮驱动”的经营理念,着力推动市场、技术、质量管理等综合能力进一步提升,报告期内高附加值产品占比提升,持续巩固了公司在中高端市场的竞争优势,实现营业收入及净利润较上年同期大幅增长。",预增,1372250000.0,2025-10-24
41,600183,生益科技,扣除非经常性损益后的净利润,"预计2025年1-9月扣除非经常性损益后的净利润盈利:236,000万元至240,000万元,同比上年增长:80%至83%,同比上年增长104,718万元至108,718万元。",2380000000.0,81.5,"1、在报告期内,公司覆铜板销量同比上升,覆铜板产品营业收入增加,同时持续优化产品结构提升毛利率,推动盈利水平提升。2、在报告期内,下属子公司生益电子股份有限公司围绕“市场引领,双轮驱动”的经营理念,着力推动市场、技术、质量管理等综合能力进一步提升,报告期内高附加值产品占比提升,持续巩固了公司在中高端市场的竞争优势,实现营业收入及净利润较上年同期大幅增长。",预增,1312820000.0,2025-10-24
42,301449,天溯计量,归属于上市公司股东的净利润,"预计2025年1-9月归属于上市公司股东的净利润盈利:9,000万元至9,250万元,同比上年增长:8.03%至11.04%。",91250000.0,9.535,公司预计2025年1-9月营业收入较上年同期增长9.89%-12.49%左右;归属于母公司所有者的净利润较上年同期增长8.03%-11.04%左右;扣除非经常性损益后归属于母公司股东的净利润较上年同期增长7.56%-11.18%左右。,略增,83306400.0,2025-10-23
43,301449,天溯计量,扣除非经常性损益后的净利润,"预计2025年1-9月扣除非经常性损益后的净利润盈利:8,900万元至9,200万元,同比上年增长:7.56%至11.18%。",90500000.0,9.37,公司预计2025年1-9月营业收入较上年同期增长9.89%-12.49%左右;归属于母公司所有者的净利润较上年同期增长8.03%-11.04%左右;扣除非经常性损益后归属于母公司股东的净利润较上年同期增长7.56%-11.18%左右。,略增,82746400.0,2025-10-23
44,301449,天溯计量,营业收入,"预计2025年1-9月营业收入:63,500万元至65,000万元,同比上年增长:9.89%至12.49%。",642500000.0,11.19,公司预计2025年1-9月营业收入较上年同期增长9.89%-12.49%左右;归属于母公司所有者的净利润较上年同期增长8.03%-11.04%左右;扣除非经常性损益后归属于母公司股东的净利润较上年同期增长7.56%-11.18%左右。,略增,577843100.0,2025-10-23
45,688783,西安奕材,归属于上市公司股东的净利润,"预计2025年1-9月归属于上市公司股东的净利润亏损:54,900万元至57,100万元,同比上年增长:3.07%至6.8%。",-560000000.0,4.935,"基于2025年1-6月已实现业绩,综合考虑行业筑底回暖的逐步传导、在手订单价格、产品单位成本下降规划等因素,公司预计2025年1-9月营业收入同比将呈稳步增长趋势,扣非后归属于母公司净利润亏损持续同比收窄,经营业绩不断改善。2025年1-9月公司预计的营业收入、归母净利润同比变动幅度均与2025年1-6月已实现营业收入、归母净利润同比变动幅度接近。2025年1-9月公司预计归母净利润同比变动幅度低于预计同期营业收入同比增速,主要原因是第二工厂进入产能爬坡和客户验证期,初期以低价测试片销售为主,相应产品毛利尚未转正,叠加产能转固带来的折旧摊销费用增速高于营业收入增速,限制了公司合并口径毛利释放。",减亏,-589057400.0,2025-10-22
46,688783,西安奕材,扣除非经常性损益后的净利润,"预计2025年1-9月扣除非经常性损益后的净利润亏损:55,300万元至57,500万元,同比上年增长:5.16%至8.79%。",-564000000.0,6.975,"基于2025年1-6月已实现业绩,综合考虑行业筑底回暖的逐步传导、在手订单价格、产品单位成本下降规划等因素,公司预计2025年1-9月营业收入同比将呈稳步增长趋势,扣非后归属于母公司净利润亏损持续同比收窄,经营业绩不断改善。2025年1-9月公司预计的营业收入、归母净利润同比变动幅度均与2025年1-6月已实现营业收入、归母净利润同比变动幅度接近。2025年1-9月公司预计归母净利润同比变动幅度低于预计同期营业收入同比增速,主要原因是第二工厂进入产能爬坡和客户验证期,初期以低价测试片销售为主,相应产品毛利尚未转正,叠加产能转固带来的折旧摊销费用增速高于营业收入增速,限制了公司合并口径毛利释放。",减亏,-606266700.0,2025-10-22
47,688783,西安奕材,营业收入,"预计2025年1-9月营业收入:193,000万元至202,900万元,同比上年增长:34.61%至41.51%。",1979500000.0,38.06,"基于2025年1-6月已实现业绩,综合考虑行业筑底回暖的逐步传导、在手订单价格、产品单位成本下降规划等因素,公司预计2025年1-9月营业收入同比将呈稳步增长趋势,扣非后归属于母公司净利润亏损持续同比收窄,经营业绩不断改善。2025年1-9月公司预计的营业收入、归母净利润同比变动幅度均与2025年1-6月已实现营业收入、归母净利润同比变动幅度接近。2025年1-9月公司预计归母净利润同比变动幅度低于预计同期营业收入同比增速,主要原因是第二工厂进入产能爬坡和客户验证期,初期以低价测试片销售为主,相应产品毛利尚未转正,叠加产能转固带来的折旧摊销费用增速高于营业收入增速,限制了公司合并口径毛利释放。",略增,1433786100.0,2025-10-22
48,002669,康达新材,归属于上市公司股东的净利润,"预计2025年1-9月归属于上市公司股东的净利润盈利:8,000万元至9,000万元,同比上年增长:204.61%至217.68%。",85000000.0,211.145,"1、报告期内,胶粘剂与特种树脂新材料板块产品销售总量稳步增长,带动净利润同步提升。其中,受益于风电行业景气度上升,风电叶片系列产品需求旺盛,成为拉动板块业务增长的主要动力。2、报告期内,公司通过持续优化资产结构、提升资产运营效率、降低管理成本等举措,进一步增强了盈利能力。3、报告期内,公司非经常性损益预计约为4,100万元,主要来源于收到的政府补助、处置子公司股权产生的投资收益及参股公司分红等。",扭亏,-76477100.0,2025-10-22
49,002669,康达新材,每股收益,预计2025年1-9月每股收益盈利:0.271元至0.304元。,0.2875,,"1、报告期内,胶粘剂与特种树脂新材料板块产品销售总量稳步增长,带动净利润同步提升。其中,受益于风电行业景气度上升,风电叶片系列产品需求旺盛,成为拉动板块业务增长的主要动力。2、报告期内,公司通过持续优化资产结构、提升资产运营效率、降低管理成本等举措,进一步增强了盈利能力。3、报告期内,公司非经常性损益预计约为4,100万元,主要来源于收到的政府补助、处置子公司股权产生的投资收益及参股公司分红等。",扭亏,-0.257,2025-10-22
50,002669,康达新材,扣除非经常性损益后的净利润,"预计2025年1-9月扣除非经常性损益后的净利润盈利:3,823.23万元至4,823.23万元,同比上年增长:147.56%至159.99%。",43232300.0,153.775,"1、报告期内,胶粘剂与特种树脂新材料板块产品销售总量稳步增长,带动净利润同步提升。其中,受益于风电行业景气度上升,风电叶片系列产品需求旺盛,成为拉动板块业务增长的主要动力。2、报告期内,公司通过持续优化资产结构、提升资产运营效率、降低管理成本等举措,进一步增强了盈利能力。3、报告期内,公司非经常性损益预计约为4,100万元,主要来源于收到的政府补助、处置子公司股权产生的投资收益及参股公司分红等。",扭亏,-80395800.0,2025-10-22
51,688813,泰金新能,归属于上市公司股东的净利润,"预计2025年1-9月归属于上市公司股东的净利润盈利:14,062.38万元,同比上年增长:4.07%。",140623800.0,4.07,"公司在手订单中部分客户试运行完成并验收,导致公司2025年1-9月收入较上年同期有所增长。公司深耕行业多年,打破国外技术垄断,实现了阴极辊的进口替代,且采用旋压技术生产的阴极辊表面精粒度高,产出的铜箔品质优异,产品竞争力持续提升,不断满足下游新能源产业客户技术升级、降本增效的需求,公司业绩得以实现增长。",略增,135128800.0,2025-10-21
52,688813,泰金新能,营业收入,"预计2025年1-9月营业收入:171,321.35万元,同比上年增长:18.61%。",1713213500.0,18.61,"公司在手订单中部分客户试运行完成并验收,导致公司2025年1-9月收入较上年同期有所增长。公司深耕行业多年,打破国外技术垄断,实现了阴极辊的进口替代,且采用旋压技术生产的阴极辊表面精粒度高,产出的铜箔品质优异,产品竞争力持续提升,不断满足下游新能源产业客户技术升级、降本增效的需求,公司业绩得以实现增长。",略增,1444437200.0,2025-10-21
53,688813,泰金新能,扣除非经常性损益后的净利润,"预计2025年1-9月扣除非经常性损益后的净利润盈利:13,707.63万元,同比上年增长:10.6%。",137076300.0,10.6,"公司在手订单中部分客户试运行完成并验收,导致公司2025年1-9月收入较上年同期有所增长。公司深耕行业多年,打破国外技术垄断,实现了阴极辊的进口替代,且采用旋压技术生产的阴极辊表面精粒度高,产出的铜箔品质优异,产品竞争力持续提升,不断满足下游新能源产业客户技术升级、降本增效的需求,公司业绩得以实现增长。",略增,123943600.0,2025-10-21
54,688805,健信超导,归属于上市公司股东的净利润,"预计2025年1-9月归属于上市公司股东的净利润盈利:4,650万元至4,950万元,同比上年增长:34.4%至43.07%。",48000000.0,38.735,"2025年1-9月,在无液氦超导产品收入放量增长、重点客户合作持续深入及国内医疗设备采购需求逐步释放等因素带动下,公司营业收入及经营业绩均较快增长。",略增,34599000.0,2025-10-21
55,688805,健信超导,扣除非经常性损益后的净利润,"预计2025年1-9月扣除非经常性损益后的净利润盈利:4,400万元至4,700万元,同比上年增长:41.35%至50.99%。",45500000.0,46.17,"2025年1-9月,在无液氦超导产品收入放量增长、重点客户合作持续深入及国内医疗设备采购需求逐步释放等因素带动下,公司营业收入及经营业绩均较快增长。",预增,31128400.0,2025-10-21
56,688805,健信超导,营业收入,"预计2025年1-9月营业收入:39,000万元至41,500万元,同比上年增长:36.19%至44.92%。",402500000.0,40.555,"2025年1-9月,在无液氦超导产品收入放量增长、重点客户合作持续深入及国内医疗设备采购需求逐步释放等因素带动下,公司营业收入及经营业绩均较快增长。",略增,286364000.0,2025-10-21
57,688522,纳睿雷达,归属于上市公司股东的净利润,"预计2025年1-9月归属于上市公司股东的净利润盈利约:7,315万元,同比上年增长:181%左右,同比上年增长4,714万元左右。",73150000.0,181.0,"报告期内,公司凭借产品技术、品牌等优势,获得不同领域客户认可,公司新签水利测雨雷达合同金额大幅增长;存量订单加速确认落地,促使营业收入大幅增长,继续保持业绩快速增长,盈利能力显著提升。",预增,26008700.0,2025-10-21
58,688522,纳睿雷达,扣除非经常性损益后的净利润,"预计2025年1-9月扣除非经常性损益后的净利润盈利约:6,676万元,同比上年增长:125%左右,同比上年增长3,710万元左右。",66760000.0,125.0,"报告期内,公司凭借产品技术、品牌等优势,获得不同领域客户认可,公司新签水利测雨雷达合同金额大幅增长;存量订单加速确认落地,促使营业收入大幅增长,继续保持业绩快速增长,盈利能力显著提升。",预增,29661100.0,2025-10-21
59,688522,纳睿雷达,营业收入,"预计2025年1-9月营业收入约:25,402万元,同比上年增长:86%左右,同比上年增长11,782万元左右。",254020000.0,86.0,"报告期内,公司凭借产品技术、品牌等优势,获得不同领域客户认可,公司新签水利测雨雷达合同金额大幅增长;存量订单加速确认落地,促使营业收入大幅增长,继续保持业绩快速增长,盈利能力显著提升。",预增,136204600.0,2025-10-21
