序号,股票代码,股票简称,预测指标,业绩变动,预测数值,业绩变动幅度,业绩变动原因,预告类型,上年同期值,公告日期
17,603435,嘉德利,扣除非经常性损益后的净利润,"预计2026年1-3月扣除非经常性损益后的净利润盈利:6,189万元至6,684万元,同比上年变动:-1.5%至6.39%。",64365000.0,2.445,"2026年1-3月,公司预计实现营业收入较上年同期增加7.46%至15.73%,扣非前后归属于母公司所有者的净利润分别较上年同期增加1.03%至9.11%、-1.50%至6.39%,预计保持稳步增长。2026年1-3月,公司预计营业收入增幅大于预计利润增幅,主要原因为:(1)预招厦门嘉德利生产线人员,2026年1-3月厦门嘉德利生产线人员薪酬约为200万元;(2)第七、八号生产线处于爬坡和验证阶段,生产效益较低。",续盈,62826500.0,2026-04-30
18,603435,嘉德利,营业收入,"预计2026年1-3月营业收入:19,500万元至21,000万元,同比上年增长:7.46%至15.73%。",202500000.0,11.595,"2026年1-3月,公司预计实现营业收入较上年同期增加7.46%至15.73%,扣非前后归属于母公司所有者的净利润分别较上年同期增加1.03%至9.11%、-1.50%至6.39%,预计保持稳步增长。2026年1-3月,公司预计营业收入增幅大于预计利润增幅,主要原因为:(1)预招厦门嘉德利生产线人员,2026年1-3月厦门嘉德利生产线人员薪酬约为200万元;(2)第七、八号生产线处于爬坡和验证阶段,生产效益较低。",略增,181456600.0,2026-04-30
19,603435,嘉德利,归属于上市公司股东的净利润,"预计2026年1-3月归属于上市公司股东的净利润盈利:6,195万元至6,690万元,同比上年增长:1.03%至9.11%。",64425000.0,5.07,"2026年1-3月,公司预计实现营业收入较上年同期增加7.46%至15.73%,扣非前后归属于母公司所有者的净利润分别较上年同期增加1.03%至9.11%、-1.50%至6.39%,预计保持稳步增长。2026年1-3月,公司预计营业收入增幅大于预计利润增幅,主要原因为:(1)预招厦门嘉德利生产线人员,2026年1-3月厦门嘉德利生产线人员薪酬约为200万元;(2)第七、八号生产线处于爬坡和验证阶段,生产效益较低。",略增,61315100.0,2026-04-30
20,301531,春光集团,扣除非经常性损益后的净利润,"预计2026年1-3月扣除非经常性损益后的净利润盈利:2,152万元至2,573万元,同比上年增长:8.4%至29.63%。",23625000.0,19.015,,略增,19850700.0,2026-04-30
21,301531,春光集团,营业收入,"预计2026年1-3月营业收入:26,400万元至29,700万元,同比上年增长:8.51%至22.08%。",280500000.0,15.295,,略增,243292200.0,2026-04-30
22,301531,春光集团,归属于上市公司股东的净利润,"预计2026年1-3月归属于上市公司股东的净利润盈利:2,186万元至2,607万元,同比上年增长:7.21%至27.87%。",23965000.0,17.54,,略增,20389600.0,2026-04-30
23,920222,益坤电气,营业收入,"预计2026年1-3月营业收入:8,500万元至9,000万元,同比上年增长:8.18%至14.55%。",87500000.0,11.365,,略增,78499092.46,2026-04-29
24,920222,益坤电气,扣除非经常性损益后的净利润,"预计2026年1-3月扣除非经常性损益后的净利润盈利:850万元至950万元,同比上年增长:6.87%至19.44%。",9000000.0,13.155,,略增,,2026-04-29
25,920222,益坤电气,归属于上市公司股东的净利润,"预计2026年1-3月归属于上市公司股东的净利润盈利:900万元至1,000万元,同比上年增长:8.8%至20.89%。",9500000.0,14.845,,略增,9451452.16,2026-04-29
26,688106,金宏气体,扣除非经常性损益后的净利润,"预计2026年1-3月扣除非经常性损益后的净利润盈利:205万元至245万元,同比上年下降:91.63%至92.99%,同比上年降低2,681.09万元至2,721.09万元。",2250000.0,-92.31,"1、公司为适应复杂多变的市场,积极开拓市场,收入规模持续增长,但前期逆势布局的项目投资逐步完工导致折旧费用增加;2、较去年同期,公司新增了并购主体,并为匹配综合性气体服务商的战略定位积极引进核心战略人才,导致职工薪酬总额同比有所增加;3、公司逆势布局,增加资本性支出,导致财务费用较去年同期有所增加;4、其他收益较去年同期有所下降。",预减,29260900.0,2026-04-29
27,688106,金宏气体,归属于上市公司股东的净利润,"预计2026年1-3月归属于上市公司股东的净利润盈利:448万元至536万元,同比上年下降:87.82%至89.82%,同比上年降低3,864.32万元至3,952.32万元。",4920000.0,-88.82,"1、公司为适应复杂多变的市场,积极开拓市场,收入规模持续增长,但前期逆势布局的项目投资逐步完工导致折旧费用增加;2、较去年同期,公司新增了并购主体,并为匹配综合性气体服务商的战略定位积极引进核心战略人才,导致职工薪酬总额同比有所增加;3、公司逆势布局,增加资本性支出,导致财务费用较去年同期有所增加;4、其他收益较去年同期有所下降。",预减,44003200.0,2026-04-29
28,301689,电科思仪,净利润,"预计2026年1-3月净利润盈利:6,500万元至6,900万元,同比上年变动:-3.1%至3.66%。",67000000.0,0.28,,续盈,,2026-04-29
29,301689,电科思仪,营业收入,"预计2026年1-3月营业收入:39,200万元至40,700万元,同比上年变动:-0.92%至2.87%。",399500000.0,0.975,,续盈,,2026-04-29
30,301689,电科思仪,扣除非经常性损益后的净利润,"预计2026年1-3月扣除非经常性损益后的净利润盈利:6,300万元至6,800万元,同比上年变动:-2.63%至4.27%。",65500000.0,0.82,,续盈,,2026-04-29
31,001248,华润新能源,营业收入,"预计2026年1-3月营业收入:600,000万元至640,000万元,同比上年变动:-6.11%至0.15%。",6200000000.0,-2.98,"2026年1-3月,公司预计实现营业收入600,000.00万元至640,000.00万元,同比变化-6.11%至0.15%;2026年1-3月,公司预计实现归属于母公司所有者的净利润161,000.00万元至166,000.00万元,同比下降29.23%至31.36%,公司预计实现扣除非经常性损益后归属于母公司所有者的净利润160,000.00万元至165,000.00万元,同比下降29.31%至31.45%。主要原因系:2026年一季度受当期气候、限电率及电价政策等行业因素的影响,对应的电价、利用小时数存在一定程度的下滑,致使售电收入增速放缓,同时,公司风、光电站装机规模同比增长,发电成本相应增加,以上因素共同导致毛利率有所下降。此外,因部分电站调整补贴计提事项,导致2026年一季度发电收入有所减少。",续盈,6390323500.0,2026-04-29
32,001248,华润新能源,扣除非经常性损益后的净利润,"预计2026年1-3月扣除非经常性损益后的净利润盈利:160,000万元至165,000万元,同比上年下降:29.31%至31.45%。",1625000000.0,-30.38,"2026年1-3月,公司预计实现营业收入600,000.00万元至640,000.00万元,同比变化-6.11%至0.15%;2026年1-3月,公司预计实现归属于母公司所有者的净利润161,000.00万元至166,000.00万元,同比下降29.23%至31.36%,公司预计实现扣除非经常性损益后归属于母公司所有者的净利润160,000.00万元至165,000.00万元,同比下降29.31%至31.45%。主要原因系:2026年一季度受当期气候、限电率及电价政策等行业因素的影响,对应的电价、利用小时数存在一定程度的下滑,致使售电收入增速放缓,同时,公司风、光电站装机规模同比增长,发电成本相应增加,以上因素共同导致毛利率有所下降。此外,因部分电站调整补贴计提事项,导致2026年一季度发电收入有所减少。",略减,2334018700.0,2026-04-29
33,001248,华润新能源,归属于上市公司股东的净利润,"预计2026年1-3月归属于上市公司股东的净利润盈利:161,000万元至166,000万元,同比上年下降:29.23%至31.36%。",1635000000.0,-30.295,"2026年1-3月,公司预计实现营业收入600,000.00万元至640,000.00万元,同比变化-6.11%至0.15%;2026年1-3月,公司预计实现归属于母公司所有者的净利润161,000.00万元至166,000.00万元,同比下降29.23%至31.36%,公司预计实现扣除非经常性损益后归属于母公司所有者的净利润160,000.00万元至165,000.00万元,同比下降29.31%至31.45%。主要原因系:2026年一季度受当期气候、限电率及电价政策等行业因素的影响,对应的电价、利用小时数存在一定程度的下滑,致使售电收入增速放缓,同时,公司风、光电站装机规模同比增长,发电成本相应增加,以上因素共同导致毛利率有所下降。此外,因部分电站调整补贴计提事项,导致2026年一季度发电收入有所减少。",略减,2345582500.0,2026-04-29
34,920038,森合高科,扣除非经常性损益后的净利润,"预计2026年1-3月扣除非经常性损益后的净利润盈利:5,850万元至6,850万元,同比上年增长:7.8%至26.23%。",63500000.0,17.015,,略增,54267400.0,2026-04-28
35,920038,森合高科,归属于上市公司股东的净利润,"预计2026年1-3月归属于上市公司股东的净利润盈利:6,000万元至7,000万元,同比上年增长:6.6%至24.37%。",65000000.0,15.485,,略增,56282700.0,2026-04-28
36,920038,森合高科,营业收入,"预计2026年1-3月营业收入:18,700万元至21,000万元,同比上年增长:0.12%至12.44%。",198500000.0,6.28,,略增,186769500.0,2026-04-28
37,688033,*ST天宜,扣除非经常性损益后的净利润,"预计2026年1-3月扣除非经常性损益后的净利润亏损:6,800万元至9,300万元,同比上年增长:3.64%至29.54%,同比上年增长351.3万元至2,851.3万元。",-80500000.0,16.59,"报告期内,受国铁集团低价集采政策、行业竞争进一步加剧以及客户年初去库存影响,公司轨交业务板块粉末冶金闸片出货量及销售价格均有所下降,业务收入缩水;受终端需求持续较弱、年初去库存影响,叠加公司石英坩埚业务停产,致公司光伏辅材业务收入大幅下降;受客户交付计划延期影响,公司航空航天业务板块较去年同期营业收入有所下滑。综上,公司2026年第一季度总体收入规模及净利润较去年同期下降较大。",减亏,-96513000.0,2026-04-25
38,688033,*ST天宜,归属于上市公司股东的净利润,"预计2026年1-3月归属于上市公司股东的净利润亏损:7,000万元至9,500万元,同比上年变动:-6.42%至21.59%,同比上年变动-572.79万元至1,927.21万元。",-82500000.0,7.585,"报告期内,受国铁集团低价集采政策、行业竞争进一步加剧以及客户年初去库存影响,公司轨交业务板块粉末冶金闸片出货量及销售价格均有所下降,业务收入缩水;受终端需求持续较弱、年初去库存影响,叠加公司石英坩埚业务停产,致公司光伏辅材业务收入大幅下降;受客户交付计划延期影响,公司航空航天业务板块较去年同期营业收入有所下滑。综上,公司2026年第一季度总体收入规模及净利润较去年同期下降较大。",续亏,-89272100.0,2026-04-25
39,688033,*ST天宜,营业收入,"预计2026年1-3月营业收入:10,000万元至12,000万元,同比上年下降:48.38%至56.99%,同比上年降低11,248.73万元至13,248.73万元。",110000000.0,-52.685,"报告期内,受国铁集团低价集采政策、行业竞争进一步加剧以及客户年初去库存影响,公司轨交业务板块粉末冶金闸片出货量及销售价格均有所下降,业务收入缩水;受终端需求持续较弱、年初去库存影响,叠加公司石英坩埚业务停产,致公司光伏辅材业务收入大幅下降;受客户交付计划延期影响,公司航空航天业务板块较去年同期营业收入有所下滑。综上,公司2026年第一季度总体收入规模及净利润较去年同期下降较大。",预减,232487300.0,2026-04-25
40,920193,吉和昌,归属于上市公司股东的净利润,"预计2026年1-3月归属于上市公司股东的净利润盈利:2,550万元至2,800万元,同比上年增长:68.92%至85.49%。",26750000.0,77.205,,预增,15095500.0,2026-04-24
41,920193,吉和昌,营业收入,"预计2026年1-3月营业收入:15,000万元至16,200万元,同比上年增长:26.24%至36.34%。",156000000.0,31.29,,略增,118818600.0,2026-04-24
42,920193,吉和昌,扣除非经常性损益后的净利润,"预计2026年1-3月扣除非经常性损益后的净利润盈利:2,500万元至2,750万元,同比上年增长:74.18%至91.6%。",26250000.0,82.89,,预增,14352600.0,2026-04-24
43,920176,维琪科技,营业收入,"预计2026年1-3月营业收入约:6,642.18万元,同比上年增长:2.71%。",66421800.0,2.71,,略增,64670500.0,2026-04-24
44,920176,维琪科技,归属于上市公司股东的净利润,"预计2026年1-3月归属于上市公司股东的净利润盈利:2,434.37万元,同比上年增长:4.37%。",24343700.0,4.37,,略增,23325100.0,2026-04-24
45,920176,维琪科技,扣除非经常性损益后的净利润,"预计2026年1-3月扣除非经常性损益后的净利润盈利:2,339.74万元,同比上年增长:6.69%。",23397400.0,6.69,,略增,21929300.0,2026-04-24
46,920059,双英集团,归属于上市公司股东的净利润,"预计2026年1-3月归属于上市公司股东的净利润盈利:673万元至733万元,同比上年增长:36.87%至49.08%。",7030000.0,42.975,,略增,4916900.0,2026-04-24
47,920059,双英集团,营业收入,"预计2026年1-3月营业收入:76,768万元至82,766万元,同比上年增长:22%至31.53%。",797670000.0,26.765,,略增,629255200.0,2026-04-24
48,920059,双英集团,扣除非经常性损益后的净利润,"预计2026年1-3月扣除非经常性损益后的净利润盈利:524万元至570万元,同比上年增长:102.56%至120.34%。",5470000.0,111.45,,预增,2586900.0,2026-04-24
49,600378,昊华科技,归属于上市公司股东的净利润,"预计2026年1-3月归属于上市公司股东的净利润盈利:30,000万元至32,000万元,同比上年增长:62.39%至73.22%,同比上年增长11,525.85万元至13,525.85万元。",310000000.0,67.805,"(一)主营业务影响报告期内,公司氟化工业务一体化管理效能显著,在制冷剂产品市场价格维持高位运行,锂电业务市场复苏以及公司卓越运营、提质增效行动的综合作用下,公司收入和利润较上年同期有较大幅度提升。",预增,184741500.0,2026-04-24
50,600378,昊华科技,扣除非经常性损益后的净利润,"预计2026年1-3月扣除非经常性损益后的净利润盈利:29,800万元至32,200万元,同比上年增长:73.97%至87.98%,同比上年增长12,670.12万元至15,070.12万元。",310000000.0,80.975,"(一)主营业务影响报告期内,公司氟化工业务一体化管理效能显著,在制冷剂产品市场价格维持高位运行,锂电业务市场复苏以及公司卓越运营、提质增效行动的综合作用下,公司收入和利润较上年同期有较大幅度提升。",预增,171298800.0,2026-04-24
51,301599,理奇智能,扣除非经常性损益后的净利润,"预计2026年1-3月扣除非经常性损益后的净利润盈利:6,121.48万元,同比上年下降:25.43%。",61214800.0,-25.43,"2026年1-3月,公司预计实现营业收入54,621.94万元,同比下滑14.05%,主要系公司主要产品为非标准化产品,项目流程复杂、定制化程度高,验收节奏受项目复杂程度、客户需求变动、产品安装调试进度等多重因素影响,存在一定不确定性,导致公司业绩各季节波动幅度较大。2026年1-3月,公司预计分别实现归属于母公司股东的净利润和扣除非经常性损益后的归属于母公司股东的净利润6,371.35万元和6,121.48万元,同比下滑25.24%和25.43%,主要系公司业绩各季节波动幅度较大,叠加行业竞争激烈导致公司毛利率有所下滑。根据可比公司尚水智能披露的2026年1-3月业绩预计,尚水智能因行业竞争加剧、毛利率有所下滑,尚水智能2026年1-3月归属于母公司所有者的净利润预计较上年同期下滑23.16%-29.30%、扣除非经常性损益后归属于母公司所有者的净利润预计较上年同期下滑22.94%-29.11%,其业绩变动趋势与发行人变动情况较为匹配。",略减,82092200.0,2026-04-24
52,301599,理奇智能,营业收入,"预计2026年1-3月营业收入:54,621.94万元,同比上年下降:14.05%。",546219400.0,-14.05,"2026年1-3月,公司预计实现营业收入54,621.94万元,同比下滑14.05%,主要系公司主要产品为非标准化产品,项目流程复杂、定制化程度高,验收节奏受项目复杂程度、客户需求变动、产品安装调试进度等多重因素影响,存在一定不确定性,导致公司业绩各季节波动幅度较大。2026年1-3月,公司预计分别实现归属于母公司股东的净利润和扣除非经常性损益后的归属于母公司股东的净利润6,371.35万元和6,121.48万元,同比下滑25.24%和25.43%,主要系公司业绩各季节波动幅度较大,叠加行业竞争激烈导致公司毛利率有所下滑。根据可比公司尚水智能披露的2026年1-3月业绩预计,尚水智能因行业竞争加剧、毛利率有所下滑,尚水智能2026年1-3月归属于母公司所有者的净利润预计较上年同期下滑23.16%-29.30%、扣除非经常性损益后归属于母公司所有者的净利润预计较上年同期下滑22.94%-29.11%,其业绩变动趋势与发行人变动情况较为匹配。",略减,635509900.0,2026-04-24
53,301599,理奇智能,归属于上市公司股东的净利润,"预计2026年1-3月归属于上市公司股东的净利润盈利:6,371.35万元,同比上年下降:25.24%。",63713500.0,-25.24,"2026年1-3月,公司预计实现营业收入54,621.94万元,同比下滑14.05%,主要系公司主要产品为非标准化产品,项目流程复杂、定制化程度高,验收节奏受项目复杂程度、客户需求变动、产品安装调试进度等多重因素影响,存在一定不确定性,导致公司业绩各季节波动幅度较大。2026年1-3月,公司预计分别实现归属于母公司股东的净利润和扣除非经常性损益后的归属于母公司股东的净利润6,371.35万元和6,121.48万元,同比下滑25.24%和25.43%,主要系公司业绩各季节波动幅度较大,叠加行业竞争激烈导致公司毛利率有所下滑。根据可比公司尚水智能披露的2026年1-3月业绩预计,尚水智能因行业竞争加剧、毛利率有所下滑,尚水智能2026年1-3月归属于母公司所有者的净利润预计较上年同期下滑23.16%-29.30%、扣除非经常性损益后归属于母公司所有者的净利润预计较上年同期下滑22.94%-29.11%,其业绩变动趋势与发行人变动情况较为匹配。",略减,85219000.0,2026-04-24
54,002838,道恩股份,每股收益,预计2026年1-3月每股收益盈利:0.24元至0.26元。,0.25,,"报告期内,公司归属于上市公司股东的净利润较上年同期大幅增长,主要原因系公司自身业务的增长及2月份起合并报表中包含了子公司宁波爱思开合成橡胶有限公司的经营业绩。",预增,0.1,2026-04-24
55,002838,道恩股份,扣除非经常性损益后的净利润,"预计2026年1-3月扣除非经常性损益后的净利润盈利:7,363.17万元至8,248.86万元,同比上年增长:99.13%至123.08%。",78060150.0,111.105,"报告期内,公司归属于上市公司股东的净利润较上年同期大幅增长,主要原因系公司自身业务的增长及2月份起合并报表中包含了子公司宁波爱思开合成橡胶有限公司的经营业绩。",预增,36977400.0,2026-04-24
56,002838,道恩股份,归属于上市公司股东的净利润,"预计2026年1-3月归属于上市公司股东的净利润盈利:11,513.94万元至12,399.63万元,同比上年增长:160%至180%。",119567850.0,170.0,"报告期内,公司归属于上市公司股东的净利润较上年同期大幅增长,主要原因系公司自身业务的增长及2月份起合并报表中包含了子公司宁波爱思开合成橡胶有限公司的经营业绩。",预增,44284400.0,2026-04-24
57,002807,江阴银行,归属于上市公司股东的净利润,"预计2026年1-3月归属于上市公司股东的净利润盈利:36,640.97万元,同比上年增长:2.5%。",366409700.0,2.5,"2026年一季度,本行坚持稳健经营、稳中求进的工作总基调,各项业务平稳运行,经营质效稳步提升,资产规模合理增长,盈利水平保持稳健,流动性与风险抵御能力充足,风险防控扎实有效,实现一季度良好开局。2026年一季度,本行实现营业收入12.19亿元,同比增长8.18%;归母净利润3.66亿元,同比增长2.50%,保持稳健增长。",略增,357469500.0,2026-04-24
58,002807,江阴银行,扣除非经常性损益后的净利润,"预计2026年1-3月扣除非经常性损益后的净利润盈利:36,249.7万元,同比上年增长:2.22%。",362497000.0,2.22,"2026年一季度,本行坚持稳健经营、稳中求进的工作总基调,各项业务平稳运行,经营质效稳步提升,资产规模合理增长,盈利水平保持稳健,流动性与风险抵御能力充足,风险防控扎实有效,实现一季度良好开局。2026年一季度,本行实现营业收入12.19亿元,同比增长8.18%;归母净利润3.66亿元,同比增长2.50%,保持稳健增长。",略增,354617900.0,2026-04-24
59,002807,江阴银行,每股收益,预计2026年1-3月每股收益盈利:0.1489元。,0.1489,,"2026年一季度,本行坚持稳健经营、稳中求进的工作总基调,各项业务平稳运行,经营质效稳步提升,资产规模合理增长,盈利水平保持稳健,流动性与风险抵御能力充足,风险防控扎实有效,实现一季度良好开局。2026年一季度,本行实现营业收入12.19亿元,同比增长8.18%;归母净利润3.66亿元,同比增长2.50%,保持稳健增长。",略增,0.1452,2026-04-24
60,002807,江阴银行,营业收入,"预计2026年1-3月营业收入:121,870.29万元,同比上年增长:8.18%。",1218702900.0,8.18,"2026年一季度,本行坚持稳健经营、稳中求进的工作总基调,各项业务平稳运行,经营质效稳步提升,资产规模合理增长,盈利水平保持稳健,流动性与风险抵御能力充足,风险防控扎实有效,实现一季度良好开局。2026年一季度,本行实现营业收入12.19亿元,同比增长8.18%;归母净利润3.66亿元,同比增长2.50%,保持稳健增长。",略增,1126513000.0,2026-04-24
61,920189,康美特,归属于上市公司股东的净利润,"预计2026年1-3月归属于上市公司股东的净利润盈利:2,000万元至2,300万元,同比上年增长:15.51%至32.83%。",21500000.0,24.17,,略增,17314800.0,2026-04-23
62,920189,康美特,营业收入,"预计2026年1-3月营业收入:11,000万元至12,000万元,同比上年增长:10.29%至20.32%。",115000000.0,15.305,,略增,99736900.0,2026-04-23
63,920189,康美特,扣除非经常性损益后的净利润,"预计2026年1-3月扣除非经常性损益后的净利润盈利:1,900万元至2,200万元,同比上年增长:12.69%至30.48%。",20500000.0,21.585,,略增,16860700.0,2026-04-23
64,920178,锐翔智能,归属于上市公司股东的净利润,"预计2026年1-3月归属于上市公司股东的净利润盈利:3,950万元至4,250万元,同比上年增长:1.45%至9.16%。",41000000.0,5.305,"随着公司业务规模持续增长,公司预计2026年1-3月实现营业收入的区间为18,000.00万元-19,500.00万元,同比增长8.16%-17.17%,实现归属于母公司股东的净利润的区间为3,950.00万元-4,250.00万元,同比增长1.45%-9.16%,实现扣除非经常性损益后归属于母公司股东的净利润的区间为3,900.00万元-4,200.00万元,同比增长0.34%-8.06%。公司2026年1-3月经营业绩预计较2025年1-3月保持增长。",略增,38935400.0,2026-04-23
