序号,股票代码,股票简称,预测指标,业绩变动,预测数值,业绩变动幅度,业绩变动原因,预告类型,上年同期值,公告日期
11,300093,金刚光伏,扣除非经常性损益后的净利润,"预计2024年1-12月扣除非经常性损益后的净利润亏损:62,000万元至76,000万元。",-690000000.0,-87.78,"在公司披露2024年度业绩预告时,年度审计工作尚未全面开展,随着公司年审工作的推进,公司与会计师事务所签字会计师深入沟通后,结合公司业务实际情况,电池片由公司自行生产而组件由委外加工生产的部分,基于谨慎性原则采用净额法确认收入,该部分收入在《2024年度营业收入扣除事项专项审核报告》中做为扣除项进行扣除,故2024年度经审计的营业收入为12,367.46万元,营业收入扣除项目合计5,637.36万元,扣除后营业收入为6,730.10万元。",增亏,-367450000.0,2025-04-29
12,300093,金刚光伏,归属于上市公司股东的净利润,"预计2024年1-12月归属于上市公司股东的净利润亏损:62,000万元至76,000万元。",-690000000.0,-90.73,"在公司披露2024年度业绩预告时,年度审计工作尚未全面开展,随着公司年审工作的推进,公司与会计师事务所签字会计师深入沟通后,结合公司业务实际情况,电池片由公司自行生产而组件由委外加工生产的部分,基于谨慎性原则采用净额法确认收入,该部分收入在《2024年度营业收入扣除事项专项审核报告》中做为扣除项进行扣除,故2024年度经审计的营业收入为12,367.46万元,营业收入扣除项目合计5,637.36万元,扣除后营业收入为6,730.10万元。",增亏,-361760000.0,2025-04-29
13,300093,金刚光伏,扣除后营业收入,"预计2024年1-12月扣除后营业收入:6,730.1万元。",67301000.0,,"在公司披露2024年度业绩预告时,年度审计工作尚未全面开展,随着公司年审工作的推进,公司与会计师事务所签字会计师深入沟通后,结合公司业务实际情况,电池片由公司自行生产而组件由委外加工生产的部分,基于谨慎性原则采用净额法确认收入,该部分收入在《2024年度营业收入扣除事项专项审核报告》中做为扣除项进行扣除,故2024年度经审计的营业收入为12,367.46万元,营业收入扣除项目合计5,637.36万元,扣除后营业收入为6,730.10万元。",预减,571720000.0,2025-04-29
14,300093,金刚光伏,营业收入,"预计2024年1-12月营业收入:14,000万元至15,000万元。",145000000.0,-75.02,"在公司披露2024年度业绩预告时,年度审计工作尚未全面开展,随着公司年审工作的推进,公司与会计师事务所签字会计师深入沟通后,结合公司业务实际情况,电池片由公司自行生产而组件由委外加工生产的部分,基于谨慎性原则采用净额法确认收入,该部分收入在《2024年度营业收入扣除事项专项审核报告》中做为扣除项进行扣除,故2024年度经审计的营业收入为12,367.46万元,营业收入扣除项目合计5,637.36万元,扣除后营业收入为6,730.10万元。",预减,580450000.0,2025-04-29
15,920167,同享科技,归属于上市公司股东的净利润,"预计2024年1-12月归属于上市公司股东的净利润盈利:4,228.93万元,同比上年下降:64.9%。",42289300.0,-64.9,"1、由于光伏行业近年技术更新迭代加速,部分闲置设备待更新改造,公司出于谨慎性考虑,根据《企业会计准则8号-资产减值》的相关规定,计提了固定资产减值准备;2、根据《企业会计准则1号-存货》,对合并报表范围内全资孙公司苏州同丰达新能源有限公司的存货计提了存货跌价准备;3、经自查,公司需补缴企业所得税及滞纳金。",预减,120471600.0,2025-04-28
16,600867,通化东宝,扣除非经常性损益后的净利润,"预计2024年1-12月扣除非经常性损益后的净利润亏损约:919.54万元,同比上年下降:100.79%左右,同比上年降低117,670.86万元左右。",-9195400.0,-100.79,"1、2024年底,公司拟将子公司东宝紫星(杭州)生物医药有限公司三个研发项目转让给公司,并预计在短期内能完成全部转让事项而确认了递延所得税资产。由于在报告日之前,科技部门备案及专利的转让等相关手续尚未办理完成,基于谨慎性考虑,公司决定对此予以修正。由此导致在前次业绩预告中披露的财务数据出现不确定性偏差。上述事项导致公司归属于上市公司股东的净利润及属于上市公司股东的扣除非经常性损益后的净利润均减少5,274.12万元。2、在2024年年度,公司将支付给SAADOCIA公司的THDB0207项目的预付商业化权利款金额25,352.36万元确认为损失,扣除所得税影响后,前述会计处理对净利润影响为21,549.51万元。此前,公司认为该商业化权利的款项核销系偶发事项将上述损失列为非经常性损益,随着年报编制工作的开展,基于谨慎性考虑,公司将该非经常性损益调整为经常性损益,此调整导致归属于上市公司股东的扣除非经常性损益后的净利润减少21,549.51万元。",首亏,1167513300.0,2025-04-28
17,600867,通化东宝,归属于上市公司股东的净利润,"预计2024年1-12月归属于上市公司股东的净利润亏损约:4,272.32万元,同比上年下降:103.66%左右,同比上年降低121,055.85万元左右。",-42723200.0,-103.66,"1、2024年底,公司拟将子公司东宝紫星(杭州)生物医药有限公司三个研发项目转让给公司,并预计在短期内能完成全部转让事项而确认了递延所得税资产。由于在报告日之前,科技部门备案及专利的转让等相关手续尚未办理完成,基于谨慎性考虑,公司决定对此予以修正。由此导致在前次业绩预告中披露的财务数据出现不确定性偏差。上述事项导致公司归属于上市公司股东的净利润及属于上市公司股东的扣除非经常性损益后的净利润均减少5,274.12万元。2、在2024年年度,公司将支付给SAADOCIA公司的THDB0207项目的预付商业化权利款金额25,352.36万元确认为损失,扣除所得税影响后,前述会计处理对净利润影响为21,549.51万元。此前,公司认为该商业化权利的款项核销系偶发事项将上述损失列为非经常性损益,随着年报编制工作的开展,基于谨慎性考虑,公司将该非经常性损益调整为经常性损益,此调整导致归属于上市公司股东的扣除非经常性损益后的净利润减少21,549.51万元。",首亏,1167835300.0,2025-04-28
18,600599,退市熊猫,扣除非经常性损益后的净利润,"预计2024年1-12月扣除非经常性损益后的净利润亏损:47,000万元至49,000万元。",-480000000.0,-139.315,"公司于2025年2月25日披露了《ST熊猫关于收到上海证券交易所对公司2024年度业绩预告相关事项监管工作函的公告》,经公司自查,公司新增对其他应收款和其他流动资产中存在回收风险的款项进行计提信用减值损失5.8亿元,明细如下:1、公司目前小贷业务累计贷款发放余额为3.48亿元,其中3.28亿元逾期,公司于2023年年末对3.28亿元已逾期贷款按单项计提减值,累计计提贷款损失准备2.30亿元,计提比例为70%。2024年,公司对该逾期贷款剩余的净值计提了0.98亿元贷款损失准备。2、公司于2024年度将3亿元(其中1-7月存放于绍兴银行、8月以后存放于新疆银行)的定期存款分别为不同公司提供质押担保,于2024年12月与佛山团赢企业管理有限公司签订了资金互换协议,将3亿元的定期存单与佛山团赢企业管理有限公司的流动资金进行了置换,并将置换的3亿元资金分别支付给了广州馥韵实业投资有限公司及东莞市柯广洋实业投资有限公司(各1.5亿),公司在期末对上述两公司的应收款项全额计提了减值准备。3、公司2024年度对以股权收购款、烟花采购款等名义支付的应收款项合计1.76亿元(其中本期支付1.67亿元),公司对其全额计提了减值准备。公司在披露2024年度业绩预告时,部分事项尚未进行完整的审计评估程序,随着年度审计工作的推进,对公司2024年度业绩预告进行更正。本次业绩预告更正的主要原因为依照《企业会计准则》及公司会计政策的相关规定,基于谨慎性原则,经公司与年审会计师深入沟通,对存在减值迹象的资产进行测试,新增对其他应收款和其他流动资产中存在回收风险的款项进行计提信用减值损失,将信用减值损失金额调增,相应减少公司2024年度合并报表归属于母公司所有者净利润。",增亏,-200570400.0,2025-04-28
19,600599,退市熊猫,归属于上市公司股东的净利润,"预计2024年1-12月归属于上市公司股东的净利润亏损:46,000万元至48,000万元。",-470000000.0,-121.32,"公司于2025年2月25日披露了《ST熊猫关于收到上海证券交易所对公司2024年度业绩预告相关事项监管工作函的公告》,经公司自查,公司新增对其他应收款和其他流动资产中存在回收风险的款项进行计提信用减值损失5.8亿元,明细如下:1、公司目前小贷业务累计贷款发放余额为3.48亿元,其中3.28亿元逾期,公司于2023年年末对3.28亿元已逾期贷款按单项计提减值,累计计提贷款损失准备2.30亿元,计提比例为70%。2024年,公司对该逾期贷款剩余的净值计提了0.98亿元贷款损失准备。2、公司于2024年度将3亿元(其中1-7月存放于绍兴银行、8月以后存放于新疆银行)的定期存款分别为不同公司提供质押担保,于2024年12月与佛山团赢企业管理有限公司签订了资金互换协议,将3亿元的定期存单与佛山团赢企业管理有限公司的流动资金进行了置换,并将置换的3亿元资金分别支付给了广州馥韵实业投资有限公司及东莞市柯广洋实业投资有限公司(各1.5亿),公司在期末对上述两公司的应收款项全额计提了减值准备。3、公司2024年度对以股权收购款、烟花采购款等名义支付的应收款项合计1.76亿元(其中本期支付1.67亿元),公司对其全额计提了减值准备。公司在披露2024年度业绩预告时,部分事项尚未进行完整的审计评估程序,随着年度审计工作的推进,对公司2024年度业绩预告进行更正。本次业绩预告更正的主要原因为依照《企业会计准则》及公司会计政策的相关规定,基于谨慎性原则,经公司与年审会计师深入沟通,对存在减值迹象的资产进行测试,新增对其他应收款和其他流动资产中存在回收风险的款项进行计提信用减值损失,将信用减值损失金额调增,相应减少公司2024年度合并报表归属于母公司所有者净利润。",增亏,-212362900.0,2025-04-28
20,300419,ST浩丰,扣除非经常性损益后的净利润,预计2024年1-12月扣除非经常性损益后的净利润亏损:471.96万元。,-4719600.0,97.14,"公司参股公司陕西正华信息技术有限公司(以下简称“正华信息”)2024年因公安类客户预算减少等客观原因,积极研发新产品,探索新的业务场景和模式。但作为公司联营企业,对新业务会计收入确认理解不充分。经与会计师充分沟通,认为正华信息在2024年针对新业务多确认了营业收入,调整后其收入和利润较大下滑,未能完成当年承诺净利润的业绩目标,导致公司持有正华信息股权部分对应的投资收益相应减少。同时,依据北京中天华资产评估有限责任公司出具的中天华资评报字[2025]第10655号评估报告,公司需调减所持有的正华信息38%股权对应的长期股权投资账面价值。综合上述原因,公司归母净利润共减少约1200万元,导致与前期业绩预告产生差异。",减亏,-165223400.0,2025-04-28
21,300419,ST浩丰,归属于上市公司股东的净利润,预计2024年1-12月归属于上市公司股东的净利润亏损:321.12万元。,-3211200.0,98.02,"公司参股公司陕西正华信息技术有限公司(以下简称“正华信息”)2024年因公安类客户预算减少等客观原因,积极研发新产品,探索新的业务场景和模式。但作为公司联营企业,对新业务会计收入确认理解不充分。经与会计师充分沟通,认为正华信息在2024年针对新业务多确认了营业收入,调整后其收入和利润较大下滑,未能完成当年承诺净利润的业绩目标,导致公司持有正华信息股权部分对应的投资收益相应减少。同时,依据北京中天华资产评估有限责任公司出具的中天华资评报字[2025]第10655号评估报告,公司需调减所持有的正华信息38%股权对应的长期股权投资账面价值。综合上述原因,公司归母净利润共减少约1200万元,导致与前期业绩预告产生差异。",减亏,-161803000.0,2025-04-28
22,300211,*ST亿通,扣除非经常性损益后的净利润,"预计2024年1-12月扣除非经常性损益后的净利润亏损:3,500万元至4,800万元。",-41500000.0,-575.075,"在公司披露2024年度业绩预告时,年度审计工作尚未全面开展。随着公司年审工作的推进,公司与年审会计师事务所签字会计师深入沟通后,结合公司业务实际情况,对部分销售收入确认进行再次分析;基于谨慎性原则,部分收入2024年度不予确认,预计2024年度经审计的营业收入相比原业绩预告减少1,000万元—2,200万元,经审计的利润总额、净利润、扣除非经常性损益后的净利润三者孰低为负值,且扣除后的营业收入低于1亿元。",增亏,-6147500.0,2025-04-28
23,300211,*ST亿通,归属于上市公司股东的净利润,"预计2024年1-12月归属于上市公司股东的净利润亏损:2,600万元至3,900万元。",-32500000.0,-5745.325,"在公司披露2024年度业绩预告时,年度审计工作尚未全面开展。随着公司年审工作的推进,公司与年审会计师事务所签字会计师深入沟通后,结合公司业务实际情况,对部分销售收入确认进行再次分析;基于谨慎性原则,部分收入2024年度不予确认,预计2024年度经审计的营业收入相比原业绩预告减少1,000万元—2,200万元,经审计的利润总额、净利润、扣除非经常性损益后的净利润三者孰低为负值,且扣除后的营业收入低于1亿元。",增亏,-556000.0,2025-04-28
24,300211,*ST亿通,扣除后营业收入,"预计2024年1-12月扣除后营业收入:9,575万元至9,875万元。",97250000.0,,"在公司披露2024年度业绩预告时,年度审计工作尚未全面开展。随着公司年审工作的推进,公司与年审会计师事务所签字会计师深入沟通后,结合公司业务实际情况,对部分销售收入确认进行再次分析;基于谨慎性原则,部分收入2024年度不予确认,预计2024年度经审计的营业收入相比原业绩预告减少1,000万元—2,200万元,经审计的利润总额、净利润、扣除非经常性损益后的净利润三者孰低为负值,且扣除后的营业收入低于1亿元。",略减,180412200.0,2025-04-28
25,300211,*ST亿通,营业收入,"预计2024年1-12月营业收入:10,000万元至10,300万元。",101500000.0,-44.295,"在公司披露2024年度业绩预告时,年度审计工作尚未全面开展。随着公司年审工作的推进,公司与年审会计师事务所签字会计师深入沟通后,结合公司业务实际情况,对部分销售收入确认进行再次分析;基于谨慎性原则,部分收入2024年度不予确认,预计2024年度经审计的营业收入相比原业绩预告减少1,000万元—2,200万元,经审计的利润总额、净利润、扣除非经常性损益后的净利润三者孰低为负值,且扣除后的营业收入低于1亿元。",略减,182219900.0,2025-04-28
26,603598,引力传媒,归属于上市公司股东的净利润,"预计2024年1-12月归属于上市公司股东的净利润亏损:1,700万元至1,900万元。",-18000000.0,-137.47,"2024年,公司全年实现营业收入62亿元左右,较去年同期实现了大幅增长。公司原预计2024年度经营业绩未在业绩预告披露范围内,因此,公司未在2025年1月底之前披露2024年的业绩预告。随着供应商政策等市场变化调整,经与会计师沟通确认,2024年公司出现亏损。具体原因如下:(一)公司2024年业绩亏损的原因1、国内消费市场挑战性加剧,公司所处行业竞争激烈,媒体平台激励政策收紧,致使2024年公司毛利率下滑。2、2024年公司营收规模大幅增长,导致应收账款同比大幅增加,信用减值损失计提金额同比增加约2500万元。3、国家对文化与广告产业增值税进项税额加计扣除等相关税收优惠政策到期,导致此项收益2024年同比减少1600万元。4、公司收购的上海致效趣联科技有限公司持续亏损约670万元。(二)公司未在2025年1月底之前披露2024年的业绩预告的原因公司营收主要来源于数字营销服务业务,公司利润来源主要依靠客户服务费和媒体平台渠道激励。公司在对2024年业绩进行预估时,参照了2023年同期媒体政策为假设基准,进行相关业绩测算。由于国际国内市场环境的急剧变化与挑战。国内媒体平台渠道政策也出现相应变化。致使公司对2024年业绩的预计基准出现较大偏差,导致公司未在2025年1月底之前披露2024年的业绩预告。",首亏,48040600.0,2025-04-26
27,603598,引力传媒,扣除非经常性损益后的净利润,"预计2024年1-12月扣除非经常性损益后的净利润亏损:1,600万元至1,800万元。",-17000000.0,-149.53,"2024年,公司全年实现营业收入62亿元左右,较去年同期实现了大幅增长。公司原预计2024年度经营业绩未在业绩预告披露范围内,因此,公司未在2025年1月底之前披露2024年的业绩预告。随着供应商政策等市场变化调整,经与会计师沟通确认,2024年公司出现亏损。具体原因如下:(一)公司2024年业绩亏损的原因1、国内消费市场挑战性加剧,公司所处行业竞争激烈,媒体平台激励政策收紧,致使2024年公司毛利率下滑。2、2024年公司营收规模大幅增长,导致应收账款同比大幅增加,信用减值损失计提金额同比增加约2500万元。3、国家对文化与广告产业增值税进项税额加计扣除等相关税收优惠政策到期,导致此项收益2024年同比减少1600万元。4、公司收购的上海致效趣联科技有限公司持续亏损约670万元。(二)公司未在2025年1月底之前披露2024年的业绩预告的原因公司营收主要来源于数字营销服务业务,公司利润来源主要依靠客户服务费和媒体平台渠道激励。公司在对2024年业绩进行预估时,参照了2023年同期媒体政策为假设基准,进行相关业绩测算。由于国际国内市场环境的急剧变化与挑战。国内媒体平台渠道政策也出现相应变化。致使公司对2024年业绩的预计基准出现较大偏差,导致公司未在2025年1月底之前披露2024年的业绩预告。",首亏,34321800.0,2025-04-26
28,600381,*ST春天,营业收入,"预计2024年1-12月营业收入:25,580万元至28,470万元。",270250000.0,26.355,"公司在2025年1月17日披露《2024年度业绩预亏公告》时,年度审计工作尚未全面开展。随着审计工作的开展,公司基于谨慎性原则,经与会计师事务所沟通,依据《企业会计准则》《上海证券交易所上市公司自律监管指南第2号-业务办理》中关于营业收入扣除的相关规定,酒水销售业务部分收入不在2024年度进行确认,预计减少约6,800万元;对计入主营业务但属于正常之外的收入予以扣除,预计扣除约4,200万元,并相应调减了公司2024年度合并报表利润总额、归属于上市公司股东的净利润和归属于上市公司股东扣除非经常性损益后的净利润。",略增,213876700.0,2025-04-26
29,600381,*ST春天,归属于上市公司股东的净利润,"预计2024年1-12月归属于上市公司股东的净利润亏损:18,700万元至22,500万元。",-206000000.0,23.095,"公司在2025年1月17日披露《2024年度业绩预亏公告》时,年度审计工作尚未全面开展。随着审计工作的开展,公司基于谨慎性原则,经与会计师事务所沟通,依据《企业会计准则》《上海证券交易所上市公司自律监管指南第2号-业务办理》中关于营业收入扣除的相关规定,酒水销售业务部分收入不在2024年度进行确认,预计减少约6,800万元;对计入主营业务但属于正常之外的收入予以扣除,预计扣除约4,200万元,并相应调减了公司2024年度合并报表利润总额、归属于上市公司股东的净利润和归属于上市公司股东扣除非经常性损益后的净利润。",减亏,-267865300.0,2025-04-26
30,600381,*ST春天,扣除后营业收入,"预计2024年1-12月扣除后营业收入:21,760万元至22,950万元。",223550000.0,,"公司在2025年1月17日披露《2024年度业绩预亏公告》时,年度审计工作尚未全面开展。随着审计工作的开展,公司基于谨慎性原则,经与会计师事务所沟通,依据《企业会计准则》《上海证券交易所上市公司自律监管指南第2号-业务办理》中关于营业收入扣除的相关规定,酒水销售业务部分收入不在2024年度进行确认,预计减少约6,800万元;对计入主营业务但属于正常之外的收入予以扣除,预计扣除约4,200万元,并相应调减了公司2024年度合并报表利润总额、归属于上市公司股东的净利润和归属于上市公司股东扣除非经常性损益后的净利润。",略增,206784700.0,2025-04-26
31,600381,*ST春天,扣除非经常性损益后的净利润,"预计2024年1-12月扣除非经常性损益后的净利润亏损:14,980万元至18,780万元。",-168800000.0,30.725,"公司在2025年1月17日披露《2024年度业绩预亏公告》时,年度审计工作尚未全面开展。随着审计工作的开展,公司基于谨慎性原则,经与会计师事务所沟通,依据《企业会计准则》《上海证券交易所上市公司自律监管指南第2号-业务办理》中关于营业收入扣除的相关规定,酒水销售业务部分收入不在2024年度进行确认,预计减少约6,800万元;对计入主营业务但属于正常之外的收入予以扣除,预计扣除约4,200万元,并相应调减了公司2024年度合并报表利润总额、归属于上市公司股东的净利润和归属于上市公司股东扣除非经常性损益后的净利润。",减亏,-243671500.0,2025-04-26
32,002630,*ST华西,扣除非经常性损益后的净利润,"预计2024年1-12月扣除非经常性损益后的净利润亏损:37,800万元。",-378000000.0,-104.57,"1.公司2025年1月24日披露2024年度业绩预告时,公司未就业绩预告有关事项与会计师进行预沟通。2.随着年度审计工作的开展,相关工作推进以及资料汇总收集,公司对应收账款进行了信用分析、补计了应收账款坏账准备,对BOT项目无形资产特许经营权进行了减值测试、补计了减值,由此对减值准备需要进行重大调整,导致公司业绩预计数据与会计师审计数据之间存在重大差异。",增亏,-184773900.0,2025-04-26
