序号,股票代码,股票简称,预测指标,业绩变动,预测数值,业绩变动幅度,业绩变动原因,预告类型,上年同期值,公告日期
11,688033,*ST天宜,扣除非经常性损益后的净利润,"预计2024年1-3月扣除非经常性损益后的净利润亏损:13,500万元至13,900万元,同比上年下降:449.88%至460.25%,同比上年降低17,358.42万元至17,758.42万元。",-137000000.0,-455.065,"报告期内,公司2024年一季度总体收入规模同步略升,净利润预计同比下降。(1)报告期内,受光伏产业链组件价格下行、去库存等因素影响,光伏下游各环节开工率出现不同程度下滑,致第一季度单晶拉制耗材产品需求疲软,销售价格下滑,光伏新能源业务板块利润不及预期;受轨道交通业务所在行业竞争加剧及低价中标政策影响,公司主动调整市场策略,产品价格下降,导致轨道交通业务营业收入降低,形成该业务亏损;(2)报告期内,公司新增厂房及产线陆续建成转固,致使折旧、摊销费用增加,产品单位成本上升,进一步压缩公司利润;(3)报告期内,公司外部融资成本较去年同期增加,影响报告期内利润总额。",首亏,38584200.0,2024-04-25
12,688033,*ST天宜,营业收入,"预计2024年1-3月营业收入:33,000万元至36,000万元,同比上年增长:6.07%至15.71%,同比上年增长1,887.85万元至4,887.85万元。",345000000.0,10.89,"报告期内,公司2024年一季度总体收入规模同步略升,净利润预计同比下降。(1)报告期内,受光伏产业链组件价格下行、去库存等因素影响,光伏下游各环节开工率出现不同程度下滑,致第一季度单晶拉制耗材产品需求疲软,销售价格下滑,光伏新能源业务板块利润不及预期;受轨道交通业务所在行业竞争加剧及低价中标政策影响,公司主动调整市场策略,产品价格下降,导致轨道交通业务营业收入降低,形成该业务亏损;(2)报告期内,公司新增厂房及产线陆续建成转固,致使折旧、摊销费用增加,产品单位成本上升,进一步压缩公司利润;(3)报告期内,公司外部融资成本较去年同期增加,影响报告期内利润总额。",略增,311121500.0,2024-04-25
13,301596,瑞迪智驱,营业收入,"预计2024年1-3月营业收入:12,996.79万元至14,173.76万元,同比上年变动:-2.87%至5.93%。",135852750.0,1.53,,续盈,133806800.0,2024-04-25
14,301596,瑞迪智驱,扣除非经常性损益后的净利润,"预计2024年1-3月扣除非经常性损益后的净利润盈利:2,092.93万元至2,395.62万元,同比上年变动:-6.01%至7.59%。",22442750.0,0.79,,续盈,22267000.0,2024-04-25
15,301596,瑞迪智驱,归属于上市公司股东的净利润,"预计2024年1-3月归属于上市公司股东的净利润盈利:2,213.87万元至2,516.57万元,同比上年变动:-4.64%至8.4%。",23652200.0,1.88,,续盈,23215300.0,2024-04-25
16,600984,建设机械,扣除非经常性损益后的净利润,"预计2024年1-3月扣除非经常性损益后的净利润亏损约:24,000万元。",-240000000.0,-69.8,"(一)主营业务影响2024年一季度,由于季节性停工和春节假期影响,同时,新开工项目数量减少、项目开工率不足等因素,国内塔机租赁市场延续下游需求不足态势,设备使用率处于历史同期较低水平,设备租赁价格维持低位徘徊。以上因素导致公司一季度利润大幅度下滑。(二)非经营性损益的影响非经常性损益对本期业绩没有重大影响。(三)会计处理的影响会计处理对本期业绩没有重大影响。",增亏,-141342100.0,2024-04-24
17,600984,建设机械,归属于上市公司股东的净利润,"预计2024年1-3月归属于上市公司股东的净利润亏损约:23,900万元。",-239000000.0,-79.19,"(一)主营业务影响2024年一季度,由于季节性停工和春节假期影响,同时,新开工项目数量减少、项目开工率不足等因素,国内塔机租赁市场延续下游需求不足态势,设备使用率处于历史同期较低水平,设备租赁价格维持低位徘徊。以上因素导致公司一季度利润大幅度下滑。(二)非经营性损益的影响非经常性损益对本期业绩没有重大影响。(三)会计处理的影响会计处理对本期业绩没有重大影响。",增亏,-133380200.0,2024-04-24
18,002646,天佑德酒,每股收益,预计2024年1-3月每股收益盈利:0.2222元至0.2328元。,0.2275,,"2024年第一季度,积极推进产区生态和真年份表达体系建设,贯彻“保持战略定力、集聚内生动力、激发市场活力、发扬青藏耐力”经营方针,高度践行“品质主义、精神主义、长期主义”。以“好而不同”的产品特色,促进核心市场占有率进一步提升。报告期内,公司实现营业收入约5.2亿元-5.3亿元,同比增长约31.31%-33.84%。",略增,0.1633,2024-04-24
19,002646,天佑德酒,归属于上市公司股东的净利润,"预计2024年1-3月归属于上市公司股东的净利润盈利:10,500万元至11,000万元,同比上年增长:36.1%至42.58%。",107500000.0,39.34,"2024年第一季度,积极推进产区生态和真年份表达体系建设,贯彻“保持战略定力、集聚内生动力、激发市场活力、发扬青藏耐力”经营方针,高度践行“品质主义、精神主义、长期主义”。以“好而不同”的产品特色,促进核心市场占有率进一步提升。报告期内,公司实现营业收入约5.2亿元-5.3亿元,同比增长约31.31%-33.84%。",略增,77148400.0,2024-04-24
20,002646,天佑德酒,扣除非经常性损益后的净利润,"预计2024年1-3月扣除非经常性损益后的净利润盈利:10,248.56万元至10,748.56万元,同比上年增长:36.17%至42.82%。",104985600.0,39.495,"2024年第一季度,积极推进产区生态和真年份表达体系建设,贯彻“保持战略定力、集聚内生动力、激发市场活力、发扬青藏耐力”经营方针,高度践行“品质主义、精神主义、长期主义”。以“好而不同”的产品特色,促进核心市场占有率进一步提升。报告期内,公司实现营业收入约5.2亿元-5.3亿元,同比增长约31.31%-33.84%。",略增,75261700.0,2024-04-24
21,002466,天齐锂业,每股收益,预计2024年1-3月每股收益亏损:2.2元至2.62元。,-2.41,,"天齐锂业股份有限公司(以下简称“公司”)报告期业绩变动的主要原因:1、受锂产品市场波动的影响,公司锂产品销售价格较上年同期大幅下降,锂产品毛利大幅下降;2、截至本业绩预告公告日,公司重要的联营公司Sociedad Química y Minera de Chile S.A.(以下简称“SQM”)尚未公告其2024年第一季度业绩报告。公司全面考虑所能获取的可靠信息,沿用一贯方式,采用彭博社预测的SQM2024年第一季度每股收益等信息为基础来计算同期公司对SQM的投资收益。此外,SQM发布公告称,智利圣地亚哥法院于2024年4月对其2017年和2018年税务年度的税务诉讼进行了裁决,撤销了税务和海关法庭在2022年11月7日对于该案件的裁决结论。SQM基于最新裁决情况重新审视所有税务争议金额的会计处理,并预计可能将减少其2024年第一季度的净利润约11亿美元。基于谨慎性原则并经反复论证,公司认为将上述SQM税务争议裁决影响确认在本报告期对该联营公司的投资收益中更符合会计准则规定,该事项预计将使公司归母净利润减少。根据前述彭博社预测数据,结合SQM税务争议裁决的影响,SQM2024年第一季度业绩预计将同比大幅下降,因此公司在本报告期确认的对该联营公司的投资收益较上年同期大幅下降。",首亏,2.97,2024-04-24
22,002466,天齐锂业,扣除非经常性损益后的净利润,"预计2024年1-3月扣除非经常性损益后的净利润亏损:360,000万元至440,000万元。",-4000000000.0,-182.71,"天齐锂业股份有限公司(以下简称“公司”)报告期业绩变动的主要原因:1、受锂产品市场波动的影响,公司锂产品销售价格较上年同期大幅下降,锂产品毛利大幅下降;2、截至本业绩预告公告日,公司重要的联营公司Sociedad Química y Minera de Chile S.A.(以下简称“SQM”)尚未公告其2024年第一季度业绩报告。公司全面考虑所能获取的可靠信息,沿用一贯方式,采用彭博社预测的SQM2024年第一季度每股收益等信息为基础来计算同期公司对SQM的投资收益。此外,SQM发布公告称,智利圣地亚哥法院于2024年4月对其2017年和2018年税务年度的税务诉讼进行了裁决,撤销了税务和海关法庭在2022年11月7日对于该案件的裁决结论。SQM基于最新裁决情况重新审视所有税务争议金额的会计处理,并预计可能将减少其2024年第一季度的净利润约11亿美元。基于谨慎性原则并经反复论证,公司认为将上述SQM税务争议裁决影响确认在本报告期对该联营公司的投资收益中更符合会计准则规定,该事项预计将使公司归母净利润减少。根据前述彭博社预测数据,结合SQM税务争议裁决的影响,SQM2024年第一季度业绩预计将同比大幅下降,因此公司在本报告期确认的对该联营公司的投资收益较上年同期大幅下降。",首亏,4836318900.0,2024-04-24
23,002466,天齐锂业,归属于上市公司股东的净利润,"预计2024年1-3月归属于上市公司股东的净利润亏损:360,000万元至430,000万元。",-3950000000.0,-181.02,"天齐锂业股份有限公司(以下简称“公司”)报告期业绩变动的主要原因:1、受锂产品市场波动的影响,公司锂产品销售价格较上年同期大幅下降,锂产品毛利大幅下降;2、截至本业绩预告公告日,公司重要的联营公司Sociedad Química y Minera de Chile S.A.(以下简称“SQM”)尚未公告其2024年第一季度业绩报告。公司全面考虑所能获取的可靠信息,沿用一贯方式,采用彭博社预测的SQM2024年第一季度每股收益等信息为基础来计算同期公司对SQM的投资收益。此外,SQM发布公告称,智利圣地亚哥法院于2024年4月对其2017年和2018年税务年度的税务诉讼进行了裁决,撤销了税务和海关法庭在2022年11月7日对于该案件的裁决结论。SQM基于最新裁决情况重新审视所有税务争议金额的会计处理,并预计可能将减少其2024年第一季度的净利润约11亿美元。基于谨慎性原则并经反复论证,公司认为将上述SQM税务争议裁决影响确认在本报告期对该联营公司的投资收益中更符合会计准则规定,该事项预计将使公司归母净利润减少。根据前述彭博社预测数据,结合SQM税务争议裁决的影响,SQM2024年第一季度业绩预计将同比大幅下降,因此公司在本报告期确认的对该联营公司的投资收益较上年同期大幅下降。",首亏,4875226500.0,2024-04-24
24,300724,捷佳伟创,归属于上市公司股东的净利润,"预计2024年1-3月归属于上市公司股东的净利润盈利:52,142万元至58,870万元,同比上年增长:55%至75%。",555060000.0,65.0,"报告期内,公司在各技术路线的订单持续转化为收入;此外,随着公司规模效应以及成本管控效果持续体现,带来收入和利润的增长。",预增,336398500.0,2024-04-23
25,300724,捷佳伟创,扣除非经常性损益后的净利润,"预计2024年1-3月扣除非经常性损益后的净利润盈利:49,441万元至56,169万元,同比上年增长:66.38%至89.02%。",528050000.0,77.7,"报告期内,公司在各技术路线的订单持续转化为收入;此外,随着公司规模效应以及成本管控效果持续体现,带来收入和利润的增长。",预增,297161200.0,2024-04-23
26,002001,新和成,每股收益,预计2024年1-3月每股收益盈利:0.27元至0.29元。,0.28,,"2024年,公司紧紧围绕“拓市场、谋发展、强管理、防风险”的经营指导思想,坚定信心,抢抓机遇,全力以赴,产销联动拓市场,多措并举拓展市场份额。报告期内,蛋氨酸、维生素类等产品销售数量较上年同期增长,实现经营业绩提升。未来,公司将一以贯之坚持一体化、系列化、协同化的发展战略,坚持“化工+”和“生物+”的战略主航道,提升应用研究和应用服务能力,专注于营养品、香精香料、高分子新材料和原料药业务,坚持创新驱动,发展各类功能性化学品,加强技术平台和产业平台的建设,加强先进装备的引进和合作,依托浙江新昌、浙江上虞、山东潍坊、黑龙江绥化等四个现代化生产基地,实现产业链的延伸,深化全球营销网络,推动公司的可持续高质量发展,同时积极关注并培育植保产业、新能源产业、节能环保产业和信息产业等战略新兴产业相关的功能化学品机遇。",略增,0.21,2024-04-23
27,002001,新和成,扣除非经常性损益后的净利润,"预计2024年1-3月扣除非经常性损益后的净利润盈利:82,099万元至87,963万元,同比上年增长:40%至50%。",850310000.0,45.0,"2024年,公司紧紧围绕“拓市场、谋发展、强管理、防风险”的经营指导思想,坚定信心,抢抓机遇,全力以赴,产销联动拓市场,多措并举拓展市场份额。报告期内,蛋氨酸、维生素类等产品销售数量较上年同期增长,实现经营业绩提升。未来,公司将一以贯之坚持一体化、系列化、协同化的发展战略,坚持“化工+”和“生物+”的战略主航道,提升应用研究和应用服务能力,专注于营养品、香精香料、高分子新材料和原料药业务,坚持创新驱动,发展各类功能性化学品,加强技术平台和产业平台的建设,加强先进装备的引进和合作,依托浙江新昌、浙江上虞、山东潍坊、黑龙江绥化等四个现代化生产基地,实现产业链的延伸,深化全球营销网络,推动公司的可持续高质量发展,同时积极关注并培育植保产业、新能源产业、节能环保产业和信息产业等战略新兴产业相关的功能化学品机遇。",略增,586422100.0,2024-04-23
28,002001,新和成,归属于上市公司股东的净利润,"预计2024年1-3月归属于上市公司股东的净利润盈利:83,611万元至90,042万元,同比上年增长:30%至40%。",868265000.0,35.0,"2024年,公司紧紧围绕“拓市场、谋发展、强管理、防风险”的经营指导思想,坚定信心,抢抓机遇,全力以赴,产销联动拓市场,多措并举拓展市场份额。报告期内,蛋氨酸、维生素类等产品销售数量较上年同期增长,实现经营业绩提升。未来,公司将一以贯之坚持一体化、系列化、协同化的发展战略,坚持“化工+”和“生物+”的战略主航道,提升应用研究和应用服务能力,专注于营养品、香精香料、高分子新材料和原料药业务,坚持创新驱动,发展各类功能性化学品,加强技术平台和产业平台的建设,加强先进装备的引进和合作,依托浙江新昌、浙江上虞、山东潍坊、黑龙江绥化等四个现代化生产基地,实现产业链的延伸,深化全球营销网络,推动公司的可持续高质量发展,同时积极关注并培育植保产业、新能源产业、节能环保产业和信息产业等战略新兴产业相关的功能化学品机遇。",略增,643158300.0,2024-04-23
29,688092,爱科科技,营业收入,"预计2024年1-3月营业收入:8,500万元至9,800万元,同比上年增长:22.85%至41.64%,同比上年增长1,580.96万元至2,880.96万元。",91500000.0,32.245,"本报告期内,归属于上市公司股东净利润较上年同期实现较大幅度增长,主要原因系下游行业需求稳步提升,公司积极推进营销网络建设,提升产品竞争力,公司下游客户订单增长所致。",略增,69190400.0,2024-04-22
30,688092,爱科科技,扣除非经常性损益后的净利润,"预计2024年1-3月扣除非经常性损益后的净利润盈利:1,450万元至1,680万元,同比上年增长:54.59%至79.11%,同比上年增长512.01万元至742.01万元。",15650000.0,66.85,"本报告期内,归属于上市公司股东净利润较上年同期实现较大幅度增长,主要原因系下游行业需求稳步提升,公司积极推进营销网络建设,提升产品竞争力,公司下游客户订单增长所致。",预增,9379900.0,2024-04-22
31,688092,爱科科技,归属于上市公司股东的净利润,"预计2024年1-3月归属于上市公司股东的净利润盈利:1,520万元至1,750万元,同比上年增长:51.5%至74.42%,同比上年增长516.67万元至746.67万元。",16350000.0,62.96,"本报告期内,归属于上市公司股东净利润较上年同期实现较大幅度增长,主要原因系下游行业需求稳步提升,公司积极推进营销网络建设,提升产品竞争力,公司下游客户订单增长所致。",预增,10033300.0,2024-04-22
32,603535,嘉诚国际,归属于上市公司股东的净利润,"预计2024年1-3月归属于上市公司股东的净利润盈利:6,450.52万元至7,310.59万元,同比上年增长:50%至70%,同比上年增长2,150.17万元至3,010.24万元。",68805550.0,60.0,本期业绩增长主要是嘉诚国际港的全面投入运营及公司新增世界知名的大型跨境电商平台企业出口物流新业务带来了较好的经济效益。,预增,43003500.0,2024-04-20
33,603535,嘉诚国际,扣除非经常性损益后的净利润,"预计2024年1-3月扣除非经常性损益后的净利润盈利:6,006.94万元至6,803.76万元,同比上年增长:50.75%至70.75%,同比上年增长2,022.31万元至2,819.13万元。",64053500.0,60.75,本期业绩增长主要是嘉诚国际港的全面投入运营及公司新增世界知名的大型跨境电商平台企业出口物流新业务带来了较好的经济效益。,预增,39846300.0,2024-04-20
34,002562,兄弟科技,每股收益,预计2024年1-3月每股收益亏损:0.019元至0.024元。,-0.0215,,"报告期内,受市场变化及行业周期性影响,公司主要香精香料产品、铬盐产品及部分维生素产品销售价格同比下降,产品毛利率同比下滑,导致公司2024年第一季度业绩出现亏损。",首亏,0.01,2024-04-20
35,002562,兄弟科技,扣除非经常性损益后的净利润,"预计2024年1-3月扣除非经常性损益后的净利润亏损:2,100万元至2,700万元。",-24000000.0,11.98,"报告期内,受市场变化及行业周期性影响,公司主要香精香料产品、铬盐产品及部分维生素产品销售价格同比下降,产品毛利率同比下滑,导致公司2024年第一季度业绩出现亏损。",减亏,-27266200.0,2024-04-20
36,002562,兄弟科技,归属于上市公司股东的净利润,"预计2024年1-3月归属于上市公司股东的净利润亏损:2,000万元至2,600万元。",-23000000.0,-314.58,"报告期内,受市场变化及行业周期性影响,公司主要香精香料产品、铬盐产品及部分维生素产品销售价格同比下降,产品毛利率同比下滑,导致公司2024年第一季度业绩出现亏损。",首亏,10718500.0,2024-04-20
37,002555,三七互娱,每股收益,预计2024年1-3月每股收益盈利:0.27元至0.3元。,0.285,,"报告期内,公司一如既往地推进战略目标的实施,坚持研运一体战略,产品精品化、多元化和市场全球化策略进一步深化,转型成果进一步验证。2024年1-3月,公司预计归属于上市公司股东的净利润为6.0亿元至6.5亿元,其中:1、公司在2023年上线的多款新产品带来营业收入提升,公司预计2024年1-3月营业收入同比增幅超过25%。随着新产品陆续进入稳定增长期,2024年1-3月归属于上市公司股东的净利润预计环比增长30%-40%;2、2024年第一季度,在营业收入同比快速增长的情况下,公司预计归属于上市公司股东的净利润为同比下降16.08%至22.54%,主要系2023年上线的多款游戏表现优秀,公司持续增大流量投放,使得第一季度销售费用大幅增加。由于新游戏处于推广初期,对应的销售费用增长率会在这一阶段高于营业收入增长率,进而对报告期内的销售费用率产生阶段性影响。作为对比,上年同期公司主要运营成熟期的游戏,对应的销售费用增长率与营业收入增长率相当,因而销售费用率较为稳定。公司目前已储备超过40款自研或代理优质手游,包括《代号斗罗MMO》《时光杂货店》《赘婿》《Mecha Domination》等多款精品化产品,涵盖MMORPG、SLG、卡牌、模拟经营以及放置RPG、休闲益智等众多类型,多元化产品布局持续深化。同时公司坚持内容突破、长线运营,不断提升《斗罗大陆:魂师对决》《Puzzles&Survival》《叫我大掌柜》等多款在运营产品的生命力,不断提高公司经营业绩的成长性和稳定性。公司将继续坚持“精品化、多元化、全球化”战略,通过提高研发水平和发行运营水平,进一步提升游戏品质、拓宽游戏品类、提升公司产品市场份额,为玩家提供更多精品游戏,推动业务良好稳健发展,为股东创造更高价值。",略减,0.35,2024-04-20
38,002555,三七互娱,扣除非经常性损益后的净利润,"预计2024年1-3月扣除非经常性损益后的净利润盈利:59,000万元至64,000万元,同比上年下降:4.54%至11.99%。",615000000.0,-8.265,"报告期内,公司一如既往地推进战略目标的实施,坚持研运一体战略,产品精品化、多元化和市场全球化策略进一步深化,转型成果进一步验证。2024年1-3月,公司预计归属于上市公司股东的净利润为6.0亿元至6.5亿元,其中:1、公司在2023年上线的多款新产品带来营业收入提升,公司预计2024年1-3月营业收入同比增幅超过25%。随着新产品陆续进入稳定增长期,2024年1-3月归属于上市公司股东的净利润预计环比增长30%-40%;2、2024年第一季度,在营业收入同比快速增长的情况下,公司预计归属于上市公司股东的净利润为同比下降16.08%至22.54%,主要系2023年上线的多款游戏表现优秀,公司持续增大流量投放,使得第一季度销售费用大幅增加。由于新游戏处于推广初期,对应的销售费用增长率会在这一阶段高于营业收入增长率,进而对报告期内的销售费用率产生阶段性影响。作为对比,上年同期公司主要运营成熟期的游戏,对应的销售费用增长率与营业收入增长率相当,因而销售费用率较为稳定。公司目前已储备超过40款自研或代理优质手游,包括《代号斗罗MMO》《时光杂货店》《赘婿》《Mecha Domination》等多款精品化产品,涵盖MMORPG、SLG、卡牌、模拟经营以及放置RPG、休闲益智等众多类型,多元化产品布局持续深化。同时公司坚持内容突破、长线运营,不断提升《斗罗大陆:魂师对决》《Puzzles&Survival》《叫我大掌柜》等多款在运营产品的生命力,不断提高公司经营业绩的成长性和稳定性。公司将继续坚持“精品化、多元化、全球化”战略,通过提高研发水平和发行运营水平,进一步提升游戏品质、拓宽游戏品类、提升公司产品市场份额,为玩家提供更多精品游戏,推动业务良好稳健发展,为股东创造更高价值。",略减,670414200.0,2024-04-20
39,002555,三七互娱,归属于上市公司股东的净利润,"预计2024年1-3月归属于上市公司股东的净利润盈利:60,000万元至65,000万元,同比上年下降:16.08%至22.54%。",625000000.0,-19.31,"报告期内,公司一如既往地推进战略目标的实施,坚持研运一体战略,产品精品化、多元化和市场全球化策略进一步深化,转型成果进一步验证。2024年1-3月,公司预计归属于上市公司股东的净利润为6.0亿元至6.5亿元,其中:1、公司在2023年上线的多款新产品带来营业收入提升,公司预计2024年1-3月营业收入同比增幅超过25%。随着新产品陆续进入稳定增长期,2024年1-3月归属于上市公司股东的净利润预计环比增长30%-40%;2、2024年第一季度,在营业收入同比快速增长的情况下,公司预计归属于上市公司股东的净利润为同比下降16.08%至22.54%,主要系2023年上线的多款游戏表现优秀,公司持续增大流量投放,使得第一季度销售费用大幅增加。由于新游戏处于推广初期,对应的销售费用增长率会在这一阶段高于营业收入增长率,进而对报告期内的销售费用率产生阶段性影响。作为对比,上年同期公司主要运营成熟期的游戏,对应的销售费用增长率与营业收入增长率相当,因而销售费用率较为稳定。公司目前已储备超过40款自研或代理优质手游,包括《代号斗罗MMO》《时光杂货店》《赘婿》《Mecha Domination》等多款精品化产品,涵盖MMORPG、SLG、卡牌、模拟经营以及放置RPG、休闲益智等众多类型,多元化产品布局持续深化。同时公司坚持内容突破、长线运营,不断提升《斗罗大陆:魂师对决》《Puzzles&Survival》《叫我大掌柜》等多款在运营产品的生命力,不断提高公司经营业绩的成长性和稳定性。公司将继续坚持“精品化、多元化、全球化”战略,通过提高研发水平和发行运营水平,进一步提升游戏品质、拓宽游戏品类、提升公司产品市场份额,为玩家提供更多精品游戏,推动业务良好稳健发展,为股东创造更高价值。",略减,774563300.0,2024-04-20
40,002212,天融信,每股收益,预计2024年1-3月每股收益亏损:0.07元至0.09元。,-0.08,,"报告期内,公司不断推进提质增效,收入质量有较大提升,毛利率同比增长超过13个百分点,营业收入虽同比下降,但毛利额同比增长超过15%;研发费用和管理费用持续下降,研发费用同比下降约7%,管理费用同比下降约23%。由于网络安全行业季节性特点,一季度归属于上市公司股东的净利润亏损,亏损额同比基本持平,若不考虑收到增值税退税减少的影响,归属于上市公司股东的净利润同比减亏30%左右。",续亏,-0.08,2024-04-20
41,002212,天融信,营业收入,"预计2024年1-3月营业收入:41,500万元至43,500万元。",425000000.0,-9.285,"报告期内,公司不断推进提质增效,收入质量有较大提升,毛利率同比增长超过13个百分点,营业收入虽同比下降,但毛利额同比增长超过15%;研发费用和管理费用持续下降,研发费用同比下降约7%,管理费用同比下降约23%。由于网络安全行业季节性特点,一季度归属于上市公司股东的净利润亏损,亏损额同比基本持平,若不考虑收到增值税退税减少的影响,归属于上市公司股东的净利润同比减亏30%左右。",略减,468508000.0,2024-04-20
